대여소번호,대여소명,건수통일_클러스터,비중통일_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"4579","4579. 국회의사당 본관",Group 3,Group 1,6472,947,2116,1136,14.63%,32.69%,17.55%
"2502","2502. 서초역1번출구 앞",Group 3,Group 1,6466,751,1365,1590,11.61%,21.11%,24.59%
"2517","2517. 서초그랑자이 앞",Group 3,Group 4,6455,1679,1405,1401,26.01%,21.77%,21.70%
"4234","4234. 에스테반",Group 3,Group 4,6454,1923,826,1549,29.80%,12.80%,24.00%
"299","299.여의도 순복음교회",Group 3,Group 3,6444,186,1187,3016,2.89%,18.42%,46.80%
"1519","1519. 장미원시장 건너편",Group 3,Group 3,6419,644,1014,1735,10.03%,15.80%,27.03%
"2822","2822.제니스스포츠 앞",Group 3,Group 1,6419,1514,1235,1588,23.59%,19.24%,24.74%
"1733","1733. 방학사거리 (봄마당 앞)",Group 3,Group 3,6414,530,1087,1741,8.26%,16.95%,27.14%
"2116","2116. 에이스에이존빌딩",Group 3,Group 3,6413,272,1101,1771,4.24%,17.17%,27.62%
"710","710. 금옥여고보도육교",Group 3,Group 1,6411,1121,449,1043,17.49%,7.00%,16.27%
"4275","4275.농협생명본사빌딩 서관",Group 3,Group 1,6411,1080,1690,944,16.85%,26.36%,14.72%
"2331","2331. 동영문화센터앞",Group 3,Group 1,6408,929,1342,1258,14.50%,20.94%,19.63%
"1015","1015. 샛마을 근린공원",Group 3,Group 1,6407,925,894,1910,14.44%,13.95%,29.81%
"4318","4318. 방배역 2번 출구",Group 3,Group 1,6402,747,1503,1406,11.67%,23.48%,21.96%
"1064","1064.중앙보훈병원역 1번출구",Group 3,Group 1,6396,765,1217,1732,11.96%,19.03%,27.08%
"4389","4389. 서울숲역3번출구",Group 3,Group 3,6374,254,1393,2600,3.98%,21.85%,40.79%
"1230","1230. 송파중학교 정문",Group 3,Group 3,6368,656,969,2010,10.30%,15.22%,31.56%
"851","851.효창 푸르지오 앞",Group 3,Group 1,6363,1062,970,1887,16.69%,15.24%,29.66%
"2071","2071. 대림아파트 후문 상가 옆",Group 3,Group 1,6360,1162,671,1675,18.27%,10.55%,26.34%
"3776","3776. 김포공항사거리",Group 3,Group 1,6359,1086,1127,1483,17.08%,17.72%,23.32%
"4935","4935. 도곡삼성래미안",Group 3,Group 4,6324,1789,853,1657,28.29%,13.49%,26.20%
"4585","4585. 국회6문",Group 3,Group 3,6318,135,1533,2127,2.14%,24.26%,33.67%
"2501","2501. 서초 포레스타5단지",Group 3,Group 4,6313,1769,765,1583,28.02%,12.12%,25.08%
"1859","1859. 대륭테크노타운 18차",Group 3,Group 2,6279,215,3531,430,3.42%,56.24%,6.85%
"863","863.이촌역2번 출구",Group 3,Group 3,6274,567,1437,2247,9.04%,22.90%,35.81%
"163","163. 명지전문대학교 정문 앞",Group 3,Group 1,6262,1281,819,1245,20.46%,13.08%,19.88%
"1831","1831. 한국전력 구로금천지사 앞",Group 3,Group 4,6258,1658,1079,1159,26.49%,17.24%,18.52%
"4686","4686. 우물골 근린공원",Group 3,Group 1,6234,1165,747,1710,18.69%,11.98%,27.43%
"2549","2549.호반써밋서초파크 403동",Group 3,Group 4,6233,1912,746,1424,30.68%,11.97%,22.85%
"3663","3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트)",Group 3,Group 4,6231,1636,604,1525,26.26%,9.69%,24.47%
"4863","4863. 잠실나들목5",Group 3,Group 1,6219,983,876,1680,15.81%,14.09%,27.01%
"919","919. 서울혁신파크",Group 3,Group 3,6218,591,1154,1877,9.50%,18.56%,30.19%
"167","167. 연가초등학교 옆",Group 3,Group 1,6202,1387,810,1642,22.36%,13.06%,26.48%
"171","171. 임광빌딩 앞",Group 3,Group 4,6197,1541,1436,987,24.87%,23.17%,15.93%
"2396","2396. 영동3교 북단(우성캐릭터 앞 보도)",Group 3,Group 3,6194,867,1041,1956,14.00%,16.81%,31.58%
"2326","2326. 대치동 삼성로",Group 3,Group 1,6191,711,1356,1607,11.48%,21.90%,25.96%
"1528","1528. 삼각산동 주민센터",Group 3,Group 1,6189,811,725,1676,13.10%,11.71%,27.08%
"636","636. 세종대왕기념관 교차로",Group 3,Group 2,6183,446,1992,1165,7.21%,32.22%,18.84%
"2337","2337. 대모산입구역 2번출구 앞",Group 3,Group 3,6181,845,770,1881,13.67%,12.46%,30.43%
"471","471.회현사거리 남측",Group 3,Group 1,6170,948,1523,1101,15.36%,24.68%,17.84%
"1067","1067.한영중고앞사거리",Group 3,Group 1,6169,821,941,1575,13.31%,15.25%,25.53%
"757","757. 신정이펜하우스 1단지아파트 입구 사거리",Group 3,Group 4,6158,1591,848,1535,25.84%,13.77%,24.93%
"3765","3765. 문소빌딩",Group 3,Group 4,6157,1735,715,1523,28.18%,11.61%,24.74%
"3537","3537. 아차산 휴먼시아 아파트 옆",Group 3,Group 1,6156,1233,865,1790,20.03%,14.05%,29.08%
"3770","3770. 남부순환로 205",Group 3,Group 1,6156,1165,982,1570,18.92%,15.95%,25.50%
"4134","4134. 제기동 현대아파트 앞",Group 3,Group 1,6155,696,1178,1495,11.31%,19.14%,24.29%
"4687","4687. 역촌센트레빌아파트 101동 앞",Group 3,Group 4,6149,1633,749,1461,26.56%,12.18%,23.76%
"1275","1275. 거여초등학교 옆",Group 3,Group 1,6142,1342,802,1609,21.85%,13.06%,26.20%
"4604","4604. 원효로다목적체육관 앞",Group 3,Group 1,6132,773,1967,1217,12.61%,32.08%,19.85%
"4555","4555. 대림우성2차아파트",Group 3,Group 3,6131,560,1090,1704,9.13%,17.78%,27.79%
"1849","1849. 대륭포스트타워5차",Group 3,Group 1,6116,970,1302,1174,15.86%,21.29%,19.20%
"4862","4862. 성내교 남단",Group 3,Group 3,6104,736,1162,2055,12.06%,19.04%,33.67%
"4954","4954. 신명초등학교 건너편",Group 3,Group 4,6104,1914,547,1404,31.36%,8.96%,23.00%
"5751","5751. 송파여성축구장",Group 3,Group 3,6098,503,1165,2111,8.25%,19.10%,34.62%
"2008","2008. 노량진근린공원 대방공원",Group 3,Group 1,6096,1130,653,1597,18.54%,10.71%,26.20%
"1426","1426. 면목도시개발아파트 1동 앞",Group 3,Group 1,6091,969,1093,1674,15.91%,17.94%,27.48%
"1736","1736. 버스정류장 앞",Group 3,Group 3,6086,496,1054,1547,8.15%,17.32%,25.42%
"667","667.청량차도 육교 밑",Group 3,Group 1,6072,1382,1104,1395,22.76%,18.18%,22.97%
"1183","1183. 강서대학교",Group 3,Group 4,6070,1742,896,1220,28.70%,14.76%,20.10%
"477","477.앰배서더 호텔 주변",Group 3,Group 1,6066,820,1010,1606,13.52%,16.65%,26.48%
"4855","4855. 거여5단지 503동 앞",Group 3,Group 3,6055,679,808,1781,11.21%,13.34%,29.41%
"2313","2313. 금원빌딩 앞",Group 3,Group 3,6051,203,1986,1498,3.35%,32.82%,24.76%
"351","351. 청운초교 앞 삼거리",Group 3,Group 4,6049,1494,748,1423,24.70%,12.37%,23.52%
"922","922. 연신내역 4번출구",Group 3,Group 3,6027,549,1133,1568,9.11%,18.80%,26.02%
"760","760. 잣절보도육교 아래",Group 3,Group 1,6025,1137,896,1486,18.87%,14.87%,24.66%
"2026","2026. 흑석역 4번출구",Group 3,Group 1,6015,979,1133,1300,16.28%,18.84%,21.61%
"1105","1105. 방화근린공원",Group 3,Group 3,6014,691,699,2357,11.49%,11.62%,39.19%
"2903","2903.월계초안아파트 1단지",Group 3,Group 1,6014,1030,742,1759,17.13%,12.34%,29.25%
"1910","1910. 낙원교회 맞은편",Group 3,Group 4,6013,1592,943,1193,26.48%,15.68%,19.84%
"4785","4785. 롯데시티호텔",Group 3,Group 2,6009,572,1980,770,9.52%,32.95%,12.81%
"4683","4683. 은평 성모병원 사거리",Group 3,Group 1,6008,874,974,1515,14.55%,16.21%,25.22%
"371","371. 동대입구역 6번출구 뒤",Group 3,Group 3,6003,590,1114,1596,9.83%,18.56%,26.59%
"169","169. 북가좌 삼거리",Group 3,Group 4,6000,1457,866,1262,24.28%,14.43%,21.03%
"4658","4658. 녹번역1번출구앞",Group 3,Group 3,6000,499,1197,1569,8.32%,19.95%,26.15%
"2233","2233. 서초신동아1차아파트 옆",Group 3,Group 1,5982,1010,890,1233,16.88%,14.88%,20.61%
"4578","4578.보라매sk뷰",Group 3,Group 1,5972,1058,906,1622,17.72%,15.17%,27.16%
"1554","1554.번동사거리",Group 3,Group 1,5968,767,859,1632,12.85%,14.39%,27.35%
"1042","1042. 강일리버파크 2~5단지",Group 3,Group 1,5967,1288,1056,1486,21.59%,17.70%,24.90%
"923","923. 국민은행 연서지점",Group 3,Group 1,5964,818,749,1597,13.72%,12.56%,26.78%
"2122","2122. 낙성대로 입구",Group 3,Group 3,5960,499,904,1654,8.37%,15.17%,27.75%
"135","135. 명물길 원형무대 앞",Group 3,Group 1,5954,583,1471,1564,9.79%,24.71%,26.27%
"120","120. 신수동 사거리",Group 3,Group 1,5940,1332,697,1662,22.42%,11.73%,27.98%
"946","946. 독바위역",Group 3,Group 3,5903,703,862,1824,11.91%,14.60%,30.90%
"4419","4419. 성북구 한예종 캠퍼스 본관",Group 3,Group 1,5902,498,1086,861,8.44%,18.40%,14.59%
"1063","1063.강동롯데캐슬퍼스트 아파트(관리동)",Group 3,Group 1,5890,1177,760,1960,19.98%,12.90%,33.28%
"2381","2381. 언주역 4번출구",Group 3,Group 1,5889,563,1367,1172,9.56%,23.21%,19.90%
"2272","2272. 교대입구 교차로",Group 3,Group 1,5883,591,1571,1233,10.05%,26.70%,20.96%
"3726","3726.삼양동사거리",Group 3,Group 3,5883,563,635,1695,9.57%,10.79%,28.81%
"6055","6055. 한국경제",Group 3,Group 1,5880,1188,1534,859,20.20%,26.09%,14.61%
"4458","4458. 가락2동주민센터 인근",Group 3,Group 1,5875,959,967,1400,16.32%,16.46%,23.83%
"138","138. 신촌동 제1공영주차장 앞",Group 3,Group 1,5871,916,800,1378,15.60%,13.63%,23.47%
"2139","2139. 서울신성초등학교",Group 3,Group 1,5870,1145,903,1550,19.51%,15.38%,26.41%
"2336","2336. 강남세브란스교차로  래미안그레이튼 104동 앞",Group 3,Group 1,5870,1112,1141,1066,18.94%,19.44%,18.16%
"4599","4599. 대림우성아파트 사거리",Group 3,Group 1,5868,1094,898,1499,18.64%,15.30%,25.55%
"4058","4058. 다락원체육공원 전망대 입구",Group 3,Group 3,5865,230,882,2039,3.92%,15.04%,34.77%
"4472","4472. 송파파크데일 1단지 115동 건너편",Group 3,Group 3,5855,593,709,1605,10.13%,12.11%,27.41%
"4784","4784. 중부경찰서앞 사거리",Group 3,Group 1,5832,697,1665,932,11.95%,28.55%,15.98%
"1693","1693. 원자력 병원",Group 3,Group 1,5827,847,1177,1343,14.54%,20.20%,23.05%
"4474","4474. 가락현대 1차 11동 앞",Group 3,Group 1,5820,773,871,1686,13.28%,14.97%,28.97%
"4173","4173. 중대후문 마을버스정류장",Group 3,Group 3,5811,631,904,1761,10.86%,15.56%,30.30%
"1130","1130. 화곡본동시장 버스정류장",Group 3,Group 1,5810,868,980,1428,14.94%,16.87%,24.58%
"4281","4281.명지대사거리",Group 3,Group 1,5808,1152,790,1510,19.83%,13.60%,26.00%
"3638","3638. 신청담나들목",Group 3,Group 3,5806,417,1189,1797,7.18%,20.48%,30.95%
"840","840. 용산 파크타워 앞",Group 3,Group 1,5800,889,929,1783,15.33%,16.02%,30.74%
"1056","1056. 강일리버파크 7~11단지",Group 3,Group 4,5798,1677,657,1424,28.92%,11.33%,24.56%
"4637","4637. 용산시티파크 101동 앞",Group 3,Group 3,5789,723,879,1819,12.49%,15.18%,31.42%
"4064","4064. 신창아파트 입구 앞",Group 3,Group 4,5788,1415,677,1408,24.45%,11.70%,24.33%
"3933","3933. 오류동부골든아파트 후문 옆",Group 3,Group 4,5787,1567,567,1521,27.08%,9.80%,26.28%
"3623","3623. 일원에코파크 앞(개포로 방면)",Group 3,Group 1,5782,877,971,1702,15.17%,16.79%,29.44%
"260","260. 여의도 마리나선착장 앞",Group 3,Group 3,5781,397,1246,2038,6.87%,21.55%,35.25%
"4548","4548.신목동역1번출구",Group 3,Group 1,5778,698,1037,1329,12.08%,17.95%,23.00%
"2650","2650.위례22단지 2208동 다리앞",Group 3,Group 4,5776,1730,534,1414,29.95%,9.25%,24.48%
"993","993.은평뉴타운 은뜨락아파트앞",Group 3,Group 1,5772,677,1098,1440,11.73%,19.02%,24.95%
"822","822. 이촌1동 마을공원",Group 3,Group 1,5764,968,1243,1384,16.79%,21.56%,24.01%
"4401","4401.뚝섬유수지 공영주차장",Group 3,Group 3,5741,647,1094,1595,11.27%,19.06%,27.78%
"1348","1348. 성북제일새마을금고 본점 앞",Group 3,Group 1,5732,904,978,1488,15.77%,17.06%,25.96%
"4390","4390. 신답역 1번출구",Group 3,Group 1,5732,994,1813,973,17.34%,31.63%,16.97%
"1049","1049. 강일리버파크 10단지",Group 3,Group 1,5731,1345,513,1461,23.47%,8.95%,25.49%
"1973","1973. 오리로와 서해안도로 교차로 앞",Group 3,Group 1,5731,1060,686,1439,18.50%,11.97%,25.11%
"160","160. 북아현동 가구거리",Group 3,Group 1,5730,710,1230,1401,12.39%,21.47%,24.45%
"3644","3644. 상록수아파트",Group 3,Group 3,5723,620,807,1749,10.83%,14.10%,30.56%
"4634","4634. 이태원역 3번 출구",Group 3,Group 3,5723,220,869,2271,3.84%,15.18%,39.68%
"902","902. 진관동 은빛초등학교",Group 3,Group 4,5718,1448,616,1544,25.32%,10.77%,27.00%
"2137","2137. KT&G 관악지점",Group 3,Group 1,5717,904,791,1579,15.81%,13.84%,27.62%
"1999","1999. 수궁동 성당 주변",Group 3,Group 1,5715,605,914,1232,10.59%,15.99%,21.56%
"2312","2312. 청담역 13번 출구 앞",Group 3,Group 1,5712,1156,1194,1299,20.24%,20.90%,22.74%
"4801","4801. 충정로역 2호선(엘리베이터 앞)",Group 3,Group 1,5711,1026,1245,1231,17.97%,21.80%,21.55%
"1436","1436. 동원베네스트 건물 앞",Group 3,Group 1,5709,1172,637,1400,20.53%,11.16%,24.52%
"4766","4766. 서소문성지역사박물관",Group 3,Group 4,5708,2026,785,1168,35.49%,13.75%,20.46%
"1843","1843. 독산고등학교",Group 3,Group 4,5689,1402,615,1380,24.64%,10.81%,24.26%
"4469","4469. 거여동 어울림아파트  102동앞",Group 3,Group 1,5688,697,1405,1273,12.25%,24.70%,22.38%
"4837","4837. 양원지구 힐데스하임 앞",Group 3,Group 1,5687,1323,813,1475,23.26%,14.30%,25.94%
"850","850.KCC용산웰츠(WELLTZ)타워",Group 3,Group 1,5669,1170,729,1621,20.64%,12.86%,28.59%
"869","869.노들섬 동측 앞",Group 3,Group 3,5662,346,1095,2284,6.11%,19.34%,40.34%
"4346","4346.장학재단빌딩 앞",Group 3,Group 1,5649,492,1692,1117,8.71%,29.95%,19.77%
"1360","1360. 정릉역",Group 3,Group 1,5646,857,709,1476,15.18%,12.56%,26.14%
"3690","3690. 강일역 4번출구",Group 3,Group 1,5638,1130,1681,1004,20.04%,29.82%,17.81%
"1537","1537. 북한산 우이역",Group 3,Group 3,5633,377,675,2184,6.69%,11.98%,38.77%
"4834","4834. 용마복지센터 앞",Group 3,Group 1,5622,544,848,1198,9.68%,15.08%,21.31%
"2280","2280. 서울서초고용센터앞",Group 3,Group 1,5611,1045,1395,1121,18.62%,24.86%,19.98%
"4929","4929. 투썸플레이스 강남청담점 앞",Group 3,Group 1,5585,627,1773,1184,11.23%,31.75%,21.20%
"3647","3647. 구룡역 1번 출구",Group 3,Group 1,5565,1287,1225,907,23.13%,22.01%,16.30%
"2518","2518. 서초동 현대아파트 앞",Group 3,Group 1,5564,1087,1109,1219,19.54%,19.93%,21.91%
"466","466.롯데호텔",Group 3,Group 1,5558,536,1266,1081,9.64%,22.78%,19.45%
"3646","3646. 선정릉역 4번 출구",Group 3,Group 1,5558,737,1505,1175,13.26%,27.08%,21.14%
"4152","4152. 상도효성해링턴플레이스",Group 3,Group 1,5545,685,760,1465,12.35%,13.71%,26.42%
"164","164. 북가좌1동 주민센터",Group 3,Group 4,5543,1531,561,1419,27.62%,10.12%,25.60%
"2352","2352. 서울본부세관(건설회관 앞)",Group 3,Group 2,5536,397,1894,735,7.17%,34.21%,13.28%
"4641","4641. 아메리칸센터",Group 3,Group 3,5535,515,1243,1434,9.30%,22.46%,25.91%
"2535","2535.신반포역 3번출구 뒤",Group 3,Group 1,5525,876,838,1656,15.86%,15.17%,29.97%
"5778","5778. 북위례3",Group 3,Group 3,5523,641,748,1693,11.61%,13.54%,30.65%
"2349","2349. 역삼빌딩 앞(하나은행 옆)",Group 3,Group 1,5520,633,1181,1179,11.47%,21.39%,21.36%
"3920","3920. 개봉역2번출구 B",Group 3,Group 1,5509,1254,817,1342,22.76%,14.83%,24.36%
"2643","2643.풍납중학교 측면",Group 3,Group 1,5496,679,1151,1415,12.35%,20.94%,25.75%
"4094","4094.도봉여성센터",Group 3,Group 1,5485,931,756,1351,16.97%,13.78%,24.63%
"1967","1967. 참새공원(백곡경노당)",Group 3,Group 1,5484,1136,580,1393,20.71%,10.58%,25.40%
"4144","4144.시립대학교 박물관 앞",Group 3,Group 1,5480,292,1235,900,5.33%,22.54%,16.42%
"1634","1634. 당고개공원 대여소",Group 3,Group 1,5478,864,722,1560,15.77%,13.18%,28.48%
"1343","1343. 한성대7번출구 앞",Group 3,Group 3,5465,513,685,1606,9.39%,12.53%,29.39%
"364","364. 창신역 1번출구 앞",Group 3,Group 1,5461,1094,495,1397,20.03%,9.06%,25.58%
"2083","2083.흑석롯데캐슬에듀포레(107동)",Group 3,Group 1,5455,1117,682,1484,20.48%,12.50%,27.20%
"4930","4930. 학여울역 1번출구",Group 3,Group 4,5452,1429,960,1384,26.21%,17.61%,25.39%
"2520","2520.서초1교 (진흥아파트 방면)",Group 3,Group 1,5451,778,1015,1293,14.27%,18.62%,23.72%
"2364","2364. 도산공원교차로",Group 3,Group 1,5448,460,1461,1154,8.44%,26.82%,21.18%
"3310","3310.영락고등학교",Group 3,Group 1,5434,960,644,1419,17.67%,11.85%,26.11%
"4762","4762. 국제빌딩",Group 3,Group 1,5425,778,1240,785,14.34%,22.86%,14.47%
"2127","2127. 난곡종점",Group 3,Group 1,5418,886,508,1436,16.35%,9.38%,26.50%
"192","192. 연서어린이공원",Group 3,Group 4,5408,1540,819,1260,28.48%,15.14%,23.30%
"4684","4684. 응암2동주민센터 버스정류장(영락중학교 방면)",Group 3,Group 1,5398,1232,501,1250,22.82%,9.28%,23.16%
"4280","4280.북가좌2동 주민센터",Group 3,Group 1,5397,1139,722,1516,21.10%,13.38%,28.09%
"3799","3799. 국립항공박물관",Group 3,Group 2,5395,581,2001,1045,10.77%,37.09%,19.37%
"1547","1547. 꿈의숲 롯데캐슬",Group 3,Group 1,5394,1232,679,1492,22.84%,12.59%,27.66%
"1539","1539. 4.19민주묘지역",Group 3,Group 3,5385,341,939,1626,6.33%,17.44%,30.19%
"446","446. 상명대입구",Group 3,Group 3,5379,503,934,1572,9.35%,17.36%,29.22%
"3602","3602. 한국지역난방공사강남지사",Group 3,Group 1,5333,1209,1762,574,22.67%,33.04%,10.76%
"1509","1509. 서울북부수도사업소",Group 3,Group 1,5330,495,809,1204,9.29%,15.18%,22.59%
"1285","1285. 위례별 유치원 뒤",Group 3,Group 4,5328,1459,768,1352,27.38%,14.41%,25.38%
"4840","4840. 서울시 북부병원 앞",Group 3,Group 1,5321,683,722,1061,12.84%,13.57%,19.94%
"4033","4033. 녹천역 4번 출구 옆",Group 3,Group 3,5315,577,985,1465,10.86%,18.53%,27.56%
"1725","1725. 창1동주민센터",Group 3,Group 1,5313,1252,477,1204,23.56%,8.98%,22.66%
"2617","2617. 가락삼환아파트 앞",Group 3,Group 1,5311,856,847,1357,16.12%,15.95%,25.55%
"4475","4475. 송파파인타운 4단지 403동",Group 3,Group 4,5302,1289,693,1363,24.31%,13.07%,25.71%
"141","141. 연대 대운동장 옆",Group 3,Group 1,5300,385,1157,1142,7.26%,21.83%,21.55%
"2380","2380. 봉은사로68길 북측",Group 3,Group 1,5294,776,817,1197,14.66%,15.43%,22.61%
"467","467.한국은행",Group 3,Group 2,5291,161,2125,881,3.04%,40.16%,16.65%
"2616","2616. 거여동 사거리",Group 3,Group 1,5290,912,734,1249,17.24%,13.88%,23.61%
"4017","4017. 월계 청백1단지 아파트 정류장",Group 3,Group 1,5276,949,644,1587,17.99%,12.21%,30.08%
"3958","3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편",Group 3,Group 1,5275,1258,907,1151,23.85%,17.19%,21.82%
"6189","6189.데시앙플렉스 지식산업센터",Group 3,Group 1,5266,558,1434,951,10.60%,27.23%,18.06%
"384","384. 중림동삼거리",Group 3,Group 4,5250,1687,681,1282,32.13%,12.97%,24.42%
"2190","2190.도원맨션",Group 3,Group 3,5245,447,1019,1510,8.52%,19.43%,28.79%
"2027","2027. 중앙대학교 정문 1",Group 3,Group 3,5230,303,1133,1281,5.79%,21.66%,24.49%
"468","468.웨스틴 조선호텔",Group 3,Group 1,5215,457,1487,932,8.76%,28.51%,17.87%
"5783","5783.성내5교 2",Group 3,Group 3,5201,610,933,1749,11.73%,17.94%,33.63%
"4396","4396. 마장축산물시장 서문 인근",Group 3,Group 1,5187,882,727,1130,17.00%,14.02%,21.79%
"3820","3820. 은천삼거리",Group 3,Group 3,5182,585,767,1387,11.29%,14.80%,26.77%
"2510","2510. JW타워",Group 3,Group 1,5167,1144,1145,872,22.14%,22.16%,16.88%
"1258","1258. 가락미륭아파트 앞",Group 3,Group 1,5166,750,817,1449,14.52%,15.81%,28.05%
"4097","4097.숭미파출소 사거리",Group 3,Group 1,5161,1135,741,1209,21.99%,14.36%,23.43%
"664","664. 서울시립대 건설공학관",Group 3,Group 3,5160,314,1021,1092,6.09%,19.79%,21.16%
"964","964. 북한산힐스테이트 7차아파트",Group 3,Group 1,5158,906,726,1428,17.56%,14.08%,27.69%
"1660","1660. 서울시립과학관",Group 3,Group 1,5158,619,764,1302,12.00%,14.81%,25.24%
"4703","4703. 쌍용아파트2단지 정문",Group 3,Group 1,5154,833,738,1481,16.16%,14.32%,28.73%
"4581","4581. 국회소통관",Group 3,Group 1,5146,648,1188,761,12.59%,23.09%,14.79%
"4278","4278. 홍은2동주민센터",Group 3,Group 4,5116,1304,877,907,25.49%,17.14%,17.73%
"4815","4815. 중랑데시앙플렉스 앞",Group 3,Group 2,5110,857,1773,709,16.77%,34.70%,13.87%
"1349","1349. 월계2교 버스정류장 앞",Group 3,Group 1,5109,874,677,1398,17.11%,13.25%,27.36%
"1515","1515. 송천동 주민센터",Group 3,Group 1,5084,770,692,1260,15.15%,13.61%,24.78%
"1279","1279. 마천금호어울림 1차아파트 건너편",Group 3,Group 1,5076,966,949,1280,19.03%,18.70%,25.22%
"424","424. 롯데하이마트 (상암월드컵점)",Group 3,Group 3,5067,421,1037,1360,8.31%,20.47%,26.84%
"198","198. 충정2교",Group 3,Group 1,5049,1150,1008,986,22.78%,19.96%,19.53%
"4941","4941.압구정로 11길",Group 3,Group 3,5034,298,937,1858,5.92%,18.61%,36.91%
"1510","1510. 번동주공5단지 관리사무소 앞",Group 3,Group 1,5029,825,979,1214,16.40%,19.47%,24.14%
"494","494.신수동주민센터",Group 3,Group 4,5013,1237,514,1084,24.68%,10.25%,21.62%
"1479","1479.면목 홈플러스 2",Group 3,Group 3,5013,353,893,1456,7.04%,17.81%,29.04%
"3521","3521. 현대홈타운 뒷길",Group 3,Group 1,5012,943,629,1456,18.81%,12.55%,29.05%
"2357","2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)",Group 3,Group 1,4991,774,1253,853,15.51%,25.11%,17.09%
"2907","2907. 월계중학교",Group 3,Group 1,4979,1196,619,850,24.02%,12.43%,17.07%
"1574","1574.송중초등학교 옆",Group 3,Group 1,4974,541,774,1260,10.88%,15.56%,25.33%
"3653","3653. 강동리버스트4단지아파트 404동 앞",Group 3,Group 4,4972,1637,516,1121,32.92%,10.38%,22.55%
"1358","1358. 정릉도서관 앞",Group 3,Group 1,4971,636,798,1223,12.79%,16.05%,24.60%
"2356","2356. 강남구청",Group 3,Group 1,4970,630,931,1080,12.68%,18.73%,21.73%
"959","959. 구파발10단지 인근",Group 3,Group 3,4955,362,689,1586,7.31%,13.91%,32.01%
"6172","6172. 가양5단지아파트",Group 3,Group 4,4940,1392,637,965,28.18%,12.89%,19.53%
"4315","4315. 이투스교육 앞",Group 3,Group 1,4938,421,1559,981,8.53%,31.57%,19.87%
"1774","1774.정의여중고 버스정류소",Group 3,Group 1,4933,899,794,1302,18.22%,16.10%,26.39%
"2548","2548.반포1동 자율방범초소 옆",Group 3,Group 1,4931,934,844,1271,18.94%,17.12%,25.78%
"489","489.구룡근린공원",Group 3,Group 1,4925,983,818,1223,19.96%,16.61%,24.83%
"1161","1161. 강서면허시험장 앞",Group 3,Group 1,4925,376,894,813,7.63%,18.15%,16.51%
"491","491.월드컵파크 4단지",Group 3,Group 1,4923,481,1254,1230,9.77%,25.47%,24.98%
"995","995.은평다목적체육관",Group 3,Group 1,4922,963,614,1123,19.57%,12.47%,22.82%
"1652","1652. 파르코 앞",Group 3,Group 3,4909,473,1081,1315,9.64%,22.02%,26.79%
"741","741. 화곡로 입구 교차로",Group 3,Group 1,4901,602,953,1080,12.28%,19.45%,22.04%
"3611","3611. 방죽마을 입구",Group 3,Group 1,4890,1041,764,1065,21.29%,15.62%,21.78%
"4642","4642. 용산더프라임아파트 101동 앞",Group 3,Group 1,4882,847,885,1299,17.35%,18.13%,26.61%
"1714","1714. 도봉문화정보도서관 삼거리",Group 3,Group 1,4859,569,981,1309,11.71%,20.19%,26.94%
"3402","3402.이화공영주차장",Group 3,Group 4,4847,1181,810,880,24.37%,16.71%,18.16%
"2258","2258.구룡사 삼거리",Group 3,Group 1,4838,896,1047,1183,18.52%,21.64%,24.45%
"1571","1571.북서울 꿈의 숲 입구",Group 3,Group 1,4833,1087,610,1224,22.49%,12.62%,25.33%
"927","927. 연신내역 3번출구 인근",Group 3,Group 3,4822,454,748,1248,9.42%,15.51%,25.88%
"3802","3802. 관악구민체육센터",Group 3,Group 4,4810,1539,471,811,32.00%,9.79%,16.86%
"2024","2024. 상도역 1번출구",Group 3,Group 1,4804,754,754,1273,15.70%,15.70%,26.50%
"2545","2545.국립중앙도서관(국제회의장옆)",Group 3,Group 3,4800,142,1456,1074,2.96%,30.33%,22.38%
"6063","6063.NH농협은행(신당역6번출구)",Group 3,Group 3,4793,347,795,1199,7.24%,16.59%,25.02%
"1757","1757.솔밭공원역 1번출구 앞",Group 3,Group 3,4788,440,735,1393,9.19%,15.35%,29.09%
"5780","5780. 송파세무서",Group 3,Group 2,4786,414,1608,670,8.65%,33.60%,14.00%
"1992","1992. 구로구배드민턴실내체육관 앞",Group 3,Group 1,4784,531,620,975,11.10%,12.96%,20.38%
"2128","2128. 관악구청교차로",Group 3,Group 1,4770,520,735,1211,10.90%,15.41%,25.39%
"2818","2818.천왕이펜하우스3단지 앞",Group 3,Group 4,4750,1245,535,974,26.21%,11.26%,20.51%
"4761","4761. 중부경찰서앞사거리 건너편",Group 3,Group 1,4748,578,1357,945,12.17%,28.58%,19.90%
"5763","5763. 세륜초등학교 건너편",Group 3,Group 3,4745,447,797,1400,9.42%,16.80%,29.50%
"802","802. 한강진역 2번 출구 앞",Group 3,Group 1,4738,684,898,1253,14.44%,18.95%,26.45%
"4148","4148.동대문구 장안동 씨젠의료재단",Group 3,Group 3,4738,477,825,1245,10.07%,17.41%,26.28%
