대여소번호,대여소명,전체 이용건수,평일출근비중(%),평일퇴근비중(%),주말이용비중(%)
"4460","4460. 올림픽훼미리아파트 112동 앞",14246,18.64%,26.23%,19.57%
"2648","2648.헬리오시티 112동 앞",14219,18.73%,13.81%,30.00%
"340","340. 혜화동 로터리",14217,14.36%,16.40%,25.40%
"3684","3684. 고덕자이(105동 앞)",14207,18.46%,11.77%,27.47%
"1749","1749. ESA아파트 상가 앞",14198,7.76%,14.31%,28.07%
"4819","4819. 면목동 새싹어린이공원 앞",14193,21.55%,12.27%,26.37%
"327","327. 낙원상가 옆",14190,14.43%,19.98%,22.46%
"2711","2711.가로공원공영주차장 1번 출구",14186,19.98%,11.88%,26.52%
"3699","3699. 상일파출소 옆",14185,16.28%,18.98%,22.79%
"815","815. LIG강촌아파트 103동앞",14162,11.40%,16.90%,30.58%
"711","711. 신일해피트리아파트 앞",14135,24.72%,13.91%,23.32%
"343","343. 힐스테이트창경궁 아파트 앞",14130,17.44%,21.15%,20.24%
"2244","2244. 말죽거리공원 사거리",14130,8.02%,23.09%,26.69%
"1960","1960. 구로거리공원 동측(신도림역 방면)",14123,23.40%,14.83%,24.78%
"5338","5338. 상계초교 입구 교차로",14117,6.39%,17.40%,26.76%
"4397","4397. 마장축산물시장 북문 건너편",14107,9.50%,22.61%,27.62%
"3651","3651. 개포동역 4번출구",14101,12.45%,14.94%,31.59%
"949","949. 연신내역 1번 출구",14092,9.48%,19.72%,26.67%
"2539","2539.대한무역투자진흥공사 KOTRA 앞",14084,4.86%,46.21%,6.25%
"3120","3120.DMC엘가아파트 앞",14082,15.65%,17.01%,24.88%
"6184","6184. 한강버스 마곡 선착장",14081,4.04%,16.14%,40.13%
"1726","1726. 삼익세라믹아파트교차로",14062,15.13%,14.05%,28.00%
"1233","1233. 잠실3거리(갤러리아팰리스)",14047,11.43%,17.01%,26.74%
"4114","4114. 휘경여중고삼거리",14041,13.88%,16.38%,24.56%
"1428","1428. 원묵고등학교",14037,12.34%,14.83%,26.63%
"4652","4652. 신사두산위브2차아파트 앞",14029,26.60%,9.97%,23.31%
"4169","4169. 신대방삼거리",14026,11.41%,12.21%,28.45%
"4917","4917. 일원에코파크 주차장",14017,25.90%,15.90%,22.29%
"400","400. 상암한화오벨리스크 1차 앞",14015,33.01%,11.61%,22.80%
"2013","2013. 장승배기역 5번출구",14007,13.08%,16.48%,27.33%
"4083","4083.도봉아이나라도서관 앞",13999,20.02%,11.87%,22.81%
"1770","1770.도봉한신아파트 주변",13996,11.27%,14.72%,19.68%
"2530","2530.삼호3차아파트 앞",13993,12.75%,19.38%,27.22%
"722","722. 경서농협 버스정류장(우리은행신정동지점방향)",13991,19.07%,15.73%,27.64%
"4347","4347. 논현지하보도",13986,20.76%,16.92%,22.55%
"4210","4210. 가좌행복주택 앞",13982,23.71%,14.30%,26.42%
"4214","4214. JTBC 앞",13981,7.02%,31.53%,15.23%
"2108","2108. 은천치안센터",13973,15.49%,15.14%,27.60%
"3863","3863. 동일로58길 입구",13968,25.95%,16.72%,23.42%
"1974","1974. 신도림2차e편한세상아파트 203동 앞",13961,18.90%,14.80%,25.59%
"3931","3931. 천왕역 3번 출구 뒤",13955,15.51%,25.12%,18.45%
"5325","5325.상계주공7단지 아파트 앞",13955,9.26%,15.16%,27.44%
"3502","3502. 중곡역 1번출구",13943,13.12%,18.93%,23.62%
"281","281. 대림신동아아파트 앞",13941,12.44%,15.71%,27.66%
"1848","1848. 벽산 디지털밸리 5차",13908,5.68%,55.57%,8.90%
"223","223. 진주아파트상가 앞",13903,15.09%,18.35%,22.61%
"1630","1630. 수연빌딩 앞",13884,7.81%,18.07%,29.29%
"849","849. 삼각지 자이아파트",13871,19.61%,14.45%,29.58%
"4589","4589. KRX한국거래소(1)",13861,11.73%,27.22%,17.74%
"1664","1664. 노해근린공원내",13839,15.82%,12.84%,29.43%
"2327","2327. 뱅뱅사거리 랜드마크타워 앞",13825,10.43%,29.95%,15.93%
"4113","4113. 한국국방연구원 앞",13819,11.16%,22.97%,22.93%
"4719","4719. 종로문화원 건너편",13816,8.40%,25.57%,18.17%
"1605","1605. 헬스케어",13795,10.92%,19.60%,24.84%
"4517","4517. 성보하이드로빌딩",13780,17.44%,11.87%,28.58%
"1382","1382.래미안월곡아파트 입구",13776,25.35%,11.51%,24.46%
"4707","4707. 청계3가 사거리",13775,16.37%,17.47%,25.44%
"5513","5513. 마포음식문화거리",13759,15.34%,16.03%,29.25%
"1470","1470.중화동 우리은행 앞",13737,14.60%,17.26%,26.34%
"1229","1229. 송파체육문화회관 앞",13731,19.42%,16.72%,15.59%
"165","165. 중앙근린공원",13716,26.82%,12.20%,26.98%
"4569","4569. 힐스테이트클래시안아파트",13707,22.89%,12.19%,25.08%
"1384","1384.성신여대입구역 5번출구",13700,17.69%,13.41%,26.67%
"3528","3528. 광진정보도서관",13699,3.82%,20.88%,36.75%
"2423","2423.영희초교 사거리(래미안개포루체하임)",13690,13.61%,13.51%,28.77%
"5155","5155.광진경찰서 앞",13690,24.70%,13.92%,24.86%
"3119","3119.연희 브라운스톤 아파트 앞",13689,16.48%,15.50%,29.21%
"3775","3775. 가양오토갤러리",13689,18.70%,23.30%,18.80%
"777","777.신월6차보람아파트 앞",13688,25.46%,12.47%,24.36%
"1456","1456. 상아빌딩(우림시장 교차로)",13668,12.69%,13.05%,26.60%
"2080","2080. 대방지하보도(대방동경남아너스빌아파트)",13656,14.27%,21.59%,24.07%
"3983","3983. 금천구청역 1번 출구",13649,16.59%,29.99%,18.27%
"1741","1741. 제일강산수산입구",13641,9.56%,15.27%,27.89%
"1148","1148. 볏골공원",13638,29.90%,11.70%,24.80%
"2333","2333. 양재역 3번출구 주변",13629,13.77%,26.16%,20.46%
"2171","2171. 서울대입구역 5번출구",13601,7.55%,19.84%,27.34%
"2247","2247.섬들근린공원",13587,20.45%,14.85%,25.59%
"1651","1651. 상계동 우방유쉘아파트 앞",13585,13.82%,14.27%,27.48%
"4677","4677. 백련산 SK뷰 아이파크 해모로 아파트 앞",13579,29.63%,10.52%,24.52%
"985","985. 은평세무서 버스정류장(은평구청 방면)",13562,15.33%,16.21%,23.52%
"1110","1110. 공항중학교앞",13531,30.45%,9.33%,22.02%
"2542","2542.신논현타워 앞",13520,12.26%,22.37%,24.02%
"1846","1846. 롯데캐슬골드파크1차 동문",13507,45.33%,8.01%,19.58%
"3131","3131.연가교 교차로",13506,29.74%,10.77%,27.35%
"5317","5317. 공릉동 신도1차 아파트 뒤",13503,15.74%,14.57%,25.65%
"826","826. 서울역 서부교차로2",13492,26.07%,14.78%,23.72%
"6061","6061.충무아트센터",13472,11.88%,15.00%,20.66%
"5309","5309. 월계 롯데캐슬아파트 뒤",13461,20.73%,11.86%,26.68%
"916","916. 평생학습관 앞",13460,10.62%,15.99%,27.89%
"331","331. 을지로2가 사거리 북측",13430,10.96%,35.99%,10.07%
"5869","5869. 영등포아트홀 앞",13429,11.33%,19.43%,21.72%
"3793","3793. 더리브골드타워",13428,20.06%,30.18%,15.50%
"374","374. 신당동주민센터앞",13417,10.80%,21.46%,22.73%
"1203","1203. 밀리아나2빌딩 앞",13404,6.83%,24.65%,19.71%
"4588","4588.양남사거리2",13399,12.33%,30.53%,18.61%
"706","706. 신정네거리역",13386,13.33%,22.16%,24.21%
"4425","4425. 하늘채코오롱아파트 앞",13364,13.24%,13.54%,30.75%
"1327","1327. 상월곡역 3번출구",13352,14.99%,18.74%,24.96%
"5078","5078. 왈도강서캠퍼스 앞",13311,23.87%,13.87%,24.20%
"2086","2086.삼일수영장 앞",13302,29.29%,8.25%,23.21%
"454","454. 종로2가 버스정류장 (종각방향)",13297,10.05%,20.95%,21.87%
"1520","1520. 수유중앙시장",13286,10.61%,12.90%,27.98%
"457","457. 종로꽃시장 입구 옆",13257,19.08%,21.93%,14.78%
"1743","1743.창동19단지아파트 관리사무소앞",13231,19.76%,13.09%,27.59%
"276","276. 영등포로터리2",13230,27.91%,17.35%,23.96%
"3204","3204.도림고가도로 밑",13220,19.43%,15.27%,25.48%
"2369","2369. KT선릉타워",13217,10.93%,26.19%,16.76%
"2504","2504. 신사역 4번출구 뒤",13208,5.28%,25.03%,26.19%
"5896","5896.영등포구청역 6번출구",13206,17.26%,20.88%,21.19%
"4145","4145.청량리동 주민센터",13184,9.44%,18.51%,24.46%
"4102","4102. 휘경1동주민센터 앞",13175,17.47%,16.24%,27.25%
"233","233. 양평1동 YP센터 앞",13122,10.33%,34.02%,16.36%
"1729","1729. 도봉한신아파트 버스정류장",13121,9.70%,15.20%,29.24%
"359","359. 원남동사거리",13118,9.15%,21.65%,20.91%
"1814","1814. 두산위브아파트 옆 상가건물 앞",13116,30.22%,12.44%,22.42%
"1318","1318. 길음역 3번출구 뒤",13093,9.43%,19.19%,26.14%
"4077","4077. 도봉제1교",13076,8.76%,13.36%,36.31%
"150","150. 서강대역 2번출구 앞",13064,14.83%,15.80%,27.21%
"1277","1277. 성내7교",13060,20.46%,12.21%,24.51%
"143","143. 공덕역 2번출구",13057,15.38%,25.19%,21.80%
"3220","3220.래미안에스티움 앞 (신풍로)",13054,20.79%,13.41%,25.83%
"3873","3873. 동서울우편집중국 앞",13036,12.60%,17.58%,22.13%
"4011","4011. 월계 센트럴 아이파크",13009,7.21%,18.16%,23.89%
"3102","3102. 연희삼거리",12997,17.31%,13.12%,29.00%
"3641","3641. 대청역",12978,16.66%,27.44%,20.19%
"674","674.고대앞사거리 교통섬",12977,8.10%,18.99%,23.09%
"908","908. 구산역 4번출구",12977,11.95%,16.01%,29.61%
"2703","2703.서울도시가스 앞",12969,11.81%,19.82%,27.08%
"2408","2408. 강남한양수자인아파트",12957,21.31%,14.06%,25.80%
"1444","1444. 면목4치안센터",12937,22.21%,11.68%,26.17%
"3411","3411.종묘",12914,14.23%,18.90%,16.77%
"1805","1805. 서울디지털운동장 앞",12908,20.79%,27.96%,14.63%
"241","241. 신길우성1차아파트 앞 공원",12907,27.16%,9.82%,24.23%
"1375","1375. 생명의 전화 종합복지관 앞 교차로",12903,23.96%,15.56%,20.74%
"2917","2917.신창중학교 후문 맞은편 버스정류장",12902,14.24%,11.12%,26.57%
"389","389. 을지로4가역 1번출구",12895,19.43%,23.41%,17.20%
"1809","1809. LG전자 별관동(호서대 벤처타워 맞은편)",12884,9.27%,45.54%,8.42%
"2303","2303. 논현역 10번출구",12864,14.46%,22.68%,22.56%
"1271","1271. 송파도서관",12839,7.07%,19.22%,29.13%
"3818","3818. 은천교회 앞",12836,23.76%,12.01%,27.97%
"958","958. 본 서부병원 버스정류장(은평 세무서 방면)",12835,15.00%,15.01%,25.38%
"5760","5760. 풍납사거리 성내유수지",12833,11.11%,20.94%,27.27%
"2189","2189. 봉천역 4번출구",12827,5.45%,19.41%,26.65%
"1808","1808. 에이스하이엔드타워8차 앞",12823,3.01%,52.68%,10.35%
"2540","2540.반포천 앞",12790,14.41%,21.83%,23.06%
"3987","3987. LG전자가산A와 가산테라타워 사이",12775,36.01%,14.77%,18.37%
"4873","4873. 개롱역사거리 2번 출구",12773,16.28%,19.26%,24.01%
"1431","1431. 중랑구청 사거리",12763,6.31%,18.99%,27.44%
"800","800. 목월공원 앞",12747,19.88%,18.52%,26.74%
"3221","3221.서울특별시 남부교육지원청",12732,17.50%,21.72%,19.55%
"5341","5341.공릉동효성아파트 앞",12728,14.97%,11.52%,27.29%
"2221","2221. 방일초교 마을버스 정류장",12727,10.30%,21.58%,26.12%
"4139","4139. 답십리 사거리",12724,17.93%,11.95%,26.12%
"3908","3908. 오류동 다숲오피스텔 앞",12723,20.23%,12.29%,26.67%
"3212","3212.신풍역 6번출구",12711,16.14%,13.88%,24.29%
"1473","1473.중랑역 1번 출구(중화문화복지센터)",12706,17.04%,20.23%,23.55%
"4074","4074. 도봉구육아종합지원센터(창동)",12706,22.52%,12.82%,25.85%
"4005","4005. 중계2차 한화꿈에그린 101동 인근",12692,8.75%,17.77%,28.62%
"1186","1186. 송정중학교",12691,23.91%,14.51%,22.38%
"4078","4078. 원당공원 앞",12676,19.19%,14.02%,25.39%
"199","199. 서울 월드컵 경기장",12670,8.69%,14.99%,34.29%
"472","472.삼일교(시그니쳐 타워)",12654,10.85%,31.77%,9.27%
"806","806. 전자랜드 본관 앞",12653,15.43%,22.52%,21.64%
"4411","4411. 동산어린이공원 앞",12632,22.79%,19.38%,17.74%
"736","736. 오솔길공원",12607,23.41%,14.33%,24.32%
"2523","2523.뉴코아 킴스클럽 앞",12604,12.03%,15.30%,32.54%
"1965","1965. 삼환로즈빌아파트 105동 옆",12586,13.85%,15.80%,27.59%
"1085","1085.래미안 솔베뉴(고덕로)",12581,15.34%,17.35%,24.35%
"5877","5877. 문래동 꽃밭정원",12558,13.44%,20.68%,26.84%
"4620","4620. 삼각지역 14번 출구 앞(교통섬)",12552,13.10%,16.08%,27.00%
"242","242. 신길선원가와인아파트 앞",12548,16.01%,15.56%,27.83%
"1937","1937. 한진아파트 입구",12538,18.38%,11.92%,25.80%
"3508","3508. 화양사거리",12538,17.57%,26.42%,20.05%
"3515","3515. 서울숲 관리사무소",12492,2.71%,16.70%,42.41%
"1408","1408. 먹골역 6번출구 앞",12483,13.63%,16.11%,25.72%
"354","354. 포르투갈 대사관 앞",12475,12.61%,18.91%,22.70%
"5332","5332. 마들역 4번출구",12455,17.68%,14.29%,25.19%
"1941","1941. 오류동역 2번출구",12450,19.57%,18.85%,23.01%
"249","249. 여의도중학교 옆",12449,6.76%,17.07%,40.77%
"1070","1070.(시립)고덕평생학습관",12432,8.61%,16.55%,24.83%
"932","932. 예일여중",12420,7.43%,15.72%,28.58%
"1127","1127. 화곡역 버스정류장",12410,11.87%,18.03%,25.28%
"1171","1171. 염창동 새마을금고 건너편",12401,20.11%,12.00%,24.63%
"4558","4558. 대영중고 후문",12390,21.98%,12.54%,21.88%
"2376","2376. 수서역 7번출구 앞",12379,11.09%,33.94%,21.18%
"450","450. 효자동 삼거리",12377,19.64%,16.13%,28.02%
"4823","4823. 방정환교육지원센터 옆",12377,11.46%,14.66%,27.19%
"511","511. 서울숲역 5번 출구 옆",12375,15.01%,22.87%,25.92%
"1430","1430. 중랑구청",12360,12.11%,22.24%,21.54%
"1461","1461.동양엔파트 앞",12358,5.65%,20.80%,26.88%
"1061","1061. 천호초교 입구 사거리(일주빌딩)",12353,18.30%,15.46%,26.31%
"2213","2213. 고속터미널역 5번출구 앞",12353,19.39%,23.58%,22.16%
"622","622. 전농사거리 교통섬",12344,12.90%,13.72%,26.74%
"5098","5098. LG사이언스파크 W4동",12338,41.64%,26.63%,6.78%
"544","544. 광남중학교",12333,19.93%,11.14%,34.67%
"1373","1373. 성북구보건소 건너편",12315,20.41%,17.56%,25.12%
"495","495.염리초등학교 앞",12314,13.32%,23.24%,20.81%
"4539","4539. 목동7단지아파트 A상가",12314,12.02%,19.34%,25.39%
"185","185. 마포 신수공원 앞",12295,16.34%,11.58%,32.59%
"2644","2644. 성내5교",12287,18.35%,14.29%,26.49%
"2003","2003. 사육신공원앞",12279,9.97%,14.85%,30.14%
"4507","4507. 신정제일시장",12278,15.63%,18.33%,26.60%
"175","175. 홍연2교옆",12266,20.73%,13.66%,27.76%
"1286","1286. 위례중앙푸르지오 1단지 앞",12255,10.89%,13.77%,28.00%
"1268","1268. 몽촌토성역 1번출구 옆",12250,12.10%,18.15%,34.56%
"2077","2077.노들역 3번출구",12249,21.60%,13.30%,30.26%
"832","832. 이촌1동 주민센터 뒤",12244,15.86%,18.53%,27.43%
"5761","5761. 버섯분수대",12230,13.19%,18.50%,24.55%
"401","401. 상암월드컵파크 10단지 앞",12226,22.26%,12.83%,25.22%
"1765","1765.쌍문역 1번출구 주변",12226,6.80%,19.91%,27.27%
"2411","2411. 세곡동 성당",12222,18.01%,14.16%,28.21%
"4016","4016. 노원 마들스타디움",12221,12.08%,13.43%,23.24%
"348","348. 독립문역 사거리",12220,27.25%,10.24%,21.46%
"846","846. 용산중학교",12192,14.47%,14.40%,27.31%
"2372","2372. 대치역 사거리",12182,13.09%,20.30%,28.71%
"3969","3969. 독산역 롯데캐슬 104동 앞",12164,23.62%,12.59%,25.12%
"248","248. 초원아파트 앞",12146,7.32%,24.16%,36.70%
"5059","5059. 화곡2동주민센터",12136,25.21%,12.50%,25.66%
"2103","2103. 신림동 우방아파트",12134,21.65%,14.67%,28.43%
"4659","4659. 신진과학기술고등학교 버스정류장(응암시장 방면)",12123,25.79%,11.29%,24.56%
"837","837. 한남나들목 입구",12118,8.48%,18.61%,33.78%
"579","579. 마장역 4번출구",12117,12.72%,14.55%,23.12%
"403","403. 부엉이공원 앞",12112,18.28%,17.49%,22.73%
"2503","2503. 반포1동 서초빌딩 앞",12111,17.10%,21.34%,22.02%
"1079","1079.강일동입구교차로",12108,25.53%,14.03%,25.01%
"1027","1027. 프라자 아파트 앞",12096,23.72%,12.06%,25.51%
"4886","4886. 배명고등학교 건너편",12095,22.92%,13.01%,24.51%
"2033","2033. 사당동 아르테스 웨딩앞",12094,14.35%,15.13%,25.37%
"307","307. 서울역사박물관 앞",12092,10.12%,25.83%,18.81%
"4042","4042. 상계문화정보도서관",12089,8.40%,21.42%,26.39%
"835","835. 남영역 건너편",12073,12.73%,18.78%,24.23%
"3683","3683. KT&G강동지사",12046,16.06%,17.34%,24.82%
"2387","2387. 래미안강남힐즈 사거리",12037,13.21%,15.07%,27.37%
"4828","4828. 신내동 한살림 중랑지구 앞",12029,24.59%,12.95%,24.30%
"2277","2277. 길마중4교 하부",12019,14.76%,17.44%,25.58%
"1706","1706. 방학동우체국 건너편",12018,11.73%,17.16%,23.77%
"4303","4303. 매헌역 2번출구앞광역버스 정류장앞(22-297)",12014,19.73%,22.91%,17.45%
"4718","4718. 광화문역 6번출구 옆 A",12010,14.42%,25.20%,16.54%
"4793","4793. 동대문역사문화공원역 5번출구",12010,10.63%,24.11%,20.25%
"2185","2185. 대학동 고시촌",11997,14.35%,13.40%,28.98%
"318","318. 광교사거리 남측",11992,9.53%,28.65%,17.30%
"3989","3989.가산디지털단지역 9번출구 앞",11985,29.75%,25.23%,11.36%
"4255","4255. 래미안 루센티아 아파트 108동 앞",11979,18.32%,12.14%,27.84%
"2538","2538.사평리근린공원",11950,10.54%,19.05%,32.31%
"1709","1709. 쌍문역4번출구 주변",11945,8.84%,28.77%,22.44%
"4880","4880. 송파청소년센터",11932,25.65%,11.88%,23.50%
"4039","4039. 서울시 북부여성발전센터",11916,11.48%,16.02%,22.00%
"4618","4618. 풍전아파트 건너편",11913,14.67%,31.27%,17.69%
"2195","2195.은천교회",11899,21.79%,11.56%,28.14%
"4843","4843. 봉화산역 4번 출구",11892,11.10%,17.03%,29.15%
"1187","1187. 강서수산물도매시장",11874,11.51%,22.79%,20.77%
"2302","2302. 교보타워 버스정류장(신논현역 3번출구 후면)",11872,9.28%,21.04%,23.80%
"2016","2016. 신대방삼거리역 3번출구쪽",11857,17.67%,13.27%,27.74%
"4002","4002. 상계주공 14단지 상가 앞",11857,19.38%,12.29%,28.21%
"1983","1983. 구로동롯데아파트",11853,19.19%,12.15%,25.45%
"341","341. 혜화역 3번출구 뒤",11841,15.62%,16.18%,22.87%
"321","321. KEB 하나금융그룹 명동사옥 옆",11834,10.77%,22.24%,17.74%
"437","437. 대흥역 1번출구",11831,9.20%,21.34%,26.26%
"510","510. 뚝도아리수정수센터 버스정류소 옆",11830,5.00%,20.26%,38.73%
"807","807. 서울역 12번 출구 앞",11821,17.45%,24.58%,21.76%
"4895","4895. 송파레이크힐 상가",11818,14.83%,18.67%,24.96%
"4591","4591. 신길자이아파트",11808,20.79%,12.34%,29.01%
"1036","1036. 고덕동 주양쇼핑",11788,8.68%,18.37%,29.25%
"1771","1771.성원APT버스정류소",11776,16.70%,12.79%,27.07%
"1506","1506. 강북문화예술회관",11770,17.17%,13.10%,24.26%
"740","740. 으뜸공원",11766,28.78%,11.54%,22.83%
"5756","5756. 극동아파트",11761,19.11%,19.34%,20.41%
"4914","4914. 도심공항타워 앞",11745,5.05%,32.41%,22.02%
"553","553. 중곡 성원아파트 앞",11744,14.83%,16.58%,26.96%
"4023","4023. 월계역 1번 출구",11736,12.38%,18.18%,24.14%
"656","656. 영휘원 교차로",11728,19.03%,18.47%,22.64%
"4360","4360. 르노삼성자동차 성수사업소 앞",11719,15.21%,41.08%,13.06%
"286","286. 우성아파트 교차로",11709,16.24%,22.26%,22.00%
"742","742. 등촌역 5번 출구 뒤",11708,12.62%,15.52%,27.49%
"3405","3405.파크팰리스",11694,25.64%,15.17%,22.08%
"2505","2505. 우성아파트사거리 (기업은행앞)",11693,6.56%,26.55%,19.61%
"4110","4110. 용두롯데캐슬리치아파트 앞",11686,12.43%,15.09%,25.72%
"2403","2403. 공무원연금매점 교차로 (개포주공9단지 입구)",11674,19.68%,16.59%,28.42%
"2104","2104. 사당역 5번출구",11670,6.00%,19.42%,28.29%
"1372","1372. KEB은행 고대점",11668,3.83%,19.17%,24.34%
"1775","1775.신원리베르텔 앞",11666,4.33%,19.75%,25.89%
"594","594. 중랑물재생센터(서울새활용플라자)",11656,5.09%,44.76%,11.94%
"2085","2085.강남중학교 앞",11651,19.43%,15.13%,25.57%
