대여소번호,대여소명,전체 이용건수,평일 출근시간 이용건수(7-9시),평일출근비중(%),평일 퇴근시간 이용건수(17-19시),평일퇴근비중(%),주말 이용건수,주말이용비중(%)
"1226","1226. 잠실4동 주민센터 옆",31070,6694,21.54%,5396,17.37%,7628,24.55%
"512","512. 뚝섬역 1번 출구 옆",30925,3827,12.38%,7682,24.84%,8112,26.23%
"2635","2635.잠실새내역 1번출구",30924,3237,10.47%,6393,20.67%,8765,28.34%
"3500","3500. 군자역2번출구",30828,5561,18.04%,6277,20.36%,7059,22.90%
"4893","4893. 문정법조단지12",30673,3817,12.44%,14012,45.68%,2758,8.99%
"308","308. 광화문 S타워 앞",30610,2510,8.20%,12703,41.50%,3148,10.28%
"1018","1018. 둔촌 주공 GS 맞은편",30598,5151,16.83%,4412,14.42%,8331,27.23%
"704","704. 남부법원검찰청 교차로",30572,3908,12.78%,6276,20.53%,6605,21.60%
"2525","2525.반포쇼핑타운 2동 앞",30447,1549,5.09%,5797,19.04%,11019,36.19%
"3514","3514. 왕십리교회옆",30422,4459,14.66%,4748,15.61%,7931,26.07%
"5311","5311. 주공601동 상가 노원지하보도 앞",30225,2018,6.68%,6123,20.26%,7918,26.20%
"458","458. 광화문역 5번출구",30185,3262,10.81%,8130,26.93%,6798,22.52%
"186","186. 월드컵공원",30172,745,2.47%,3426,11.35%,16154,53.54%
"4564","4564. 63스퀘어",30163,3533,11.71%,8883,29.45%,4912,16.28%
"305","305. 종로구청 옆",30136,4107,13.63%,8244,27.36%,5199,17.25%
"3002","3002.벽산상암스마트큐브",30128,3132,10.40%,5546,18.41%,8981,29.81%
"3657","3657. 서울천호동우체국",30123,3011,10.00%,4504,14.95%,8585,28.50%
"5064","5064. 양천향교역8번출구",30120,7583,25.18%,5924,19.67%,5712,18.96%
"284","284. 센트럴 푸르지오 시티 앞",30064,4714,15.68%,6299,20.95%,8078,26.87%
"4096","4096.창동역2번출구 하나은행365 앞",30017,2675,8.91%,6907,23.01%,7531,25.09%
"1663","1663. 동해문화예술관앞",29993,2552,8.51%,5472,18.24%,6311,21.04%
"5878","5878. 우리은행 앞",29951,822,2.74%,14448,48.24%,5173,17.27%
"1669","1669. 중계역 3번출구",29939,3136,10.47%,6150,20.54%,7182,23.99%
"543","543. 구의공원(테크노마트 앞)",29895,2497,8.35%,7181,24.02%,8132,27.20%
"302","302. 경복궁역 6번출구 뒤",29892,6324,21.16%,5575,18.65%,6827,22.84%
"2732","2732.마곡수명산 1-2단지",29865,9186,30.76%,3409,11.41%,6799,22.77%
"1198","1198. LG 사이언스파크",29807,6771,22.72%,10230,34.32%,3018,10.13%
"786","786.목동아파트 8단지 상가동 앞",29591,5169,17.47%,4584,15.49%,8371,28.29%
"4527","4527. 목동신시가지아파트6단지",29561,3023,10.23%,4154,14.05%,6394,21.63%
"568","568. 청계8가 사거리 B",29551,4605,15.58%,5223,17.67%,8066,27.30%
"1220","1220. 잠실근린공원",29528,6316,21.39%,4416,14.96%,7976,27.01%
"291","291. 문래동 하이테크 시티",29495,1783,6.05%,11209,38.00%,4464,15.13%
"3542","3542. 래미안 구의파크 스위트",29482,7187,24.38%,4582,15.54%,7664,26.00%
"238","238. 제2구민체육센타 앞",29452,6403,21.74%,6523,22.15%,4145,14.07%
"154","154. 마포구청역",29409,2665,9.06%,4885,16.61%,9211,31.32%
"2109","2109. 은천로입구 가로공원",29384,7312,24.88%,3583,12.19%,7932,26.99%
"612","612. 시립동부병원 앞 사거리",29252,5785,19.78%,5453,18.64%,6645,22.72%
"1155","1155. 기쁜우리복지관",29225,6954,23.79%,3950,13.52%,6402,21.91%
"4486","4486. 홈플러스 잠실점",29185,2418,8.29%,8035,27.53%,6834,23.42%
"548","548. 자양나들목",29111,6958,23.90%,3578,12.29%,8390,28.82%
"592","592. 건국대학교 학생회관",29050,1205,4.15%,6372,21.93%,4128,14.21%
"293","293. 충북 미래관",29033,8438,29.06%,3732,12.85%,7340,25.28%
"1449","1449. 상봉역 1번출구",29010,3630,12.51%,7639,26.33%,6545,22.56%
"1102","1102. 방화사거리 마을버스 버스정류장",28997,3175,10.95%,4816,16.61%,7623,26.29%
"2727","2727.서울식물원 잔디마당 앞",28994,3319,11.45%,13386,46.17%,2489,8.58%
"3579","3579.광진 캠퍼스시티",28963,5750,19.85%,5823,20.10%,6721,23.21%
"2921","2921.중계역 2번출구",28909,4022,13.91%,5584,19.32%,6558,22.68%
"1248","1248. 방이초등학교",28818,3809,13.22%,5331,18.50%,7968,27.65%
"4142","4142. 현대썬앤빌 앞",28776,7214,25.07%,3462,12.03%,6714,23.33%
"3819","3819. 서울대벤처타운역",28768,2590,9.00%,4869,16.93%,8389,29.16%
"614","614. 용두동 사거리",28744,3849,13.39%,4730,16.46%,6708,23.34%
"1243","1243. 문정 법조단지7",28726,2518,8.77%,9964,34.69%,4354,15.16%
"2601","2601. 석촌호수 아뜰리에",28707,4551,15.85%,4685,16.32%,8067,28.10%
"1688","1688. 마들역 7번출구",28696,4259,14.84%,6182,21.54%,6662,23.22%
"184","184.망원우체국사거리 인근",28690,3415,11.90%,4926,17.17%,8464,29.50%
"630","630. 동대문구 보건소",28621,6025,21.05%,5616,19.62%,5128,17.92%
"219","219. 롯데캐슬엠파이어 옆",28617,4734,16.54%,7829,27.36%,4711,16.46%
"1262","1262. 송파여성문화회관 앞",28612,4530,15.83%,4873,17.03%,7077,24.73%
"103","103. 망원역 2번출구 앞",28606,1709,5.97%,5026,17.57%,9560,33.42%
"4027","4027. 한내 행복발전소 옆",28489,1021,3.58%,4543,15.95%,9106,31.96%
"4481","4481. 올림픽공원 북2문 B",28413,2817,9.91%,5378,18.93%,9462,33.30%
"5087","5087. 연세강서빌딩",28395,7326,25.80%,4002,14.09%,7013,24.70%
"1140","1140. 목동사거리 버스정류장",28378,5850,20.61%,4318,15.22%,6601,23.26%
"1964","1964. 원메디타운 앞",28359,4128,14.56%,4322,15.24%,6653,23.46%
"3760","3760. 발산역 8번 출구",28299,6881,24.32%,5320,18.80%,5760,20.35%
"5765","5765. 삼전동주민센터 건너편",28216,5596,19.83%,4195,14.87%,7297,25.86%
"3904","3904. 테크노마트 앞",28211,2110,7.48%,5782,20.50%,8473,30.03%
"1656","1656. 중앙하이츠 아파트 입구",28111,2188,7.78%,4191,14.91%,8581,30.53%
"1363","1363. 보문4교 인근",28064,4654,16.58%,4377,15.60%,7616,27.14%
"754","754. 목동1단지아파트 118동 앞",28044,7986,28.48%,3452,12.31%,7671,27.35%
"1447","1447. 면목역 3번출구",28022,3085,11.01%,5480,19.56%,7383,26.35%
"906","906. 연신내역 5번출구",27990,1748,6.25%,5236,18.71%,8043,28.74%
"3581","3581.광진광장",27984,5788,20.68%,6137,21.93%,5817,20.79%
"3890","3890. 웰츠타워 오피스텔",27942,3079,11.02%,4838,17.31%,6867,24.58%
"560","560. 비전교회 앞",27924,7527,26.96%,4253,15.23%,6693,23.97%
"914","914. 새절역 2번출구",27913,2271,8.14%,4208,15.08%,8318,29.80%
"768","768.목동5단지아파트 501동",27897,2585,9.27%,4726,16.94%,8133,29.15%
"2730","2730.마곡메가박스 앞",27894,2758,9.89%,5544,19.88%,6848,24.55%
"1235","1235. 잠실트리지움310동 옆",27863,2727,9.79%,4725,16.96%,8253,29.62%
"2173","2173. 당곡사거리",27808,2382,8.57%,5001,17.98%,7839,28.19%
"4122","4122. 청계9가교차로 앞",27804,6373,22.92%,4481,16.12%,7129,25.64%
"4373","4373. 서울숲 지식산업센터",27801,3746,13.47%,6146,22.11%,5825,20.95%
"226","226. 샛강역 1번출구 앞",27796,6114,22.00%,6912,24.87%,4735,17.03%
"5884","5884. GS강서타워",27758,4208,15.16%,7973,28.72%,5077,18.29%
"573","573. 구의문주차장 앞",27707,5902,21.30%,4783,17.26%,6826,24.64%
"574","574. 아차산역4번출구",27663,4545,16.43%,4356,15.75%,7473,27.01%
"1455","1455. 상봉역 2번 출구",27597,1871,6.78%,5822,21.10%,6948,25.18%
"5868","5868. 로프트시티오피스텔",27549,5784,21.00%,3977,14.44%,7302,26.51%
"497","497.합정동주민센터 앞",27548,1260,4.57%,5812,21.10%,8749,31.76%
"3548","3548.뚝섬역 6번출구",27519,4397,15.98%,6079,22.09%,6339,23.03%
"2264","2264. 이수역 1번출구",27504,4349,15.81%,5388,19.59%,7076,25.73%
"1851","1851. 가산디지털단지 9번출구 인근",27458,8079,29.42%,7187,26.17%,4016,14.63%
"203","203. 국회의사당역 3번출구 옆",27427,7273,26.52%,8508,31.02%,2830,10.32%
"4594","4594. 양평교 영등포대여소",27387,5131,18.74%,5115,18.68%,6746,24.63%
"3936","3936. 힐스테이트 신도림역",27273,3278,12.02%,4499,16.50%,7275,26.67%
"1328","1328. 월곡역 3번출구",27259,4196,15.39%,5901,21.65%,5936,21.78%
"5865","5865.더리브오피스텔 앞",27238,8201,30.11%,3598,13.21%,6830,25.08%
"1023","1023. 한국종합기술사옥 앞",27040,1547,5.72%,11342,41.95%,2824,10.44%
"279","279. 영등포 푸르지오 아파트 B",26944,3940,14.62%,4456,16.54%,6766,25.11%
"2340","2340. 삼호물산버스정류장(23370) 옆",26889,4196,15.60%,6255,23.26%,6039,22.46%
"589","589. 성수역3번출구",26867,3695,13.75%,5946,22.13%,6384,23.76%
"3513","3513. 상왕십리역 1번출구",26825,2916,10.87%,5782,21.55%,6594,24.58%
"1904","1904. 도림천역 1번 출구 앞",26783,6158,22.99%,3606,13.46%,5872,21.92%
"4026","4026. 상계주공1단지아파트",26767,6978,26.07%,3310,12.37%,7193,26.87%
"4541","4541. 갈산문화예술센터",26756,6862,25.65%,3996,14.93%,6565,24.54%
"2915","2915.서울과학기술대학교(어학교육원)",26750,2871,10.73%,4775,17.85%,5128,19.17%
"3205","3205.문래현대2차",26729,6226,23.29%,3322,12.43%,7672,28.70%
"4484","4484. 잠실나루역4번출구뒤",26660,5120,19.20%,6590,24.72%,6367,23.88%
"1955","1955. 디지털입구 교차로",26631,1734,6.51%,6024,22.62%,6531,24.52%
"540","540. 군자역 7번출구 베스트샵 앞",26528,3232,12.18%,4060,15.30%,6887,25.96%
"229","229. 양평1 보행육교 앞",26527,1939,7.31%,10176,38.36%,5246,19.78%
"825","825. 서빙고동 주민센터 앞",26519,1714,6.46%,4489,16.93%,10335,38.97%
"3914","3914. 신도림쌍용플래티넘노블아파트 앞",26468,6825,25.79%,3633,13.73%,6726,25.41%
"1912","1912. 한신휴아파트 앞",26443,5622,21.26%,4664,17.64%,6434,24.33%
"5301","5301. 상계주공1단지 버스정류장 옆(대원빌딩 앞)",26378,3000,11.37%,4584,17.38%,7081,26.84%
"501","501. 광진문화예술회관 앞",26329,5164,19.61%,3187,12.10%,6170,23.43%
"1120","1120. 대림경동아파트앞",26199,6890,26.30%,3287,12.55%,6476,24.72%
"3758","3758. 서울남부출입국관리소",26195,6148,23.47%,3658,13.96%,5122,19.55%
"1169","1169. 염창역 1번 출구",26184,3054,11.66%,7040,26.89%,6243,23.84%
"474","474.동대문역사문화공원역 1번출구 뒤편",26164,1950,7.45%,5907,22.58%,6503,24.85%
"287","287. 영등포전화국사거리 (서강어린이공원)",26074,5186,19.89%,4173,16.00%,6797,26.07%
"1657","1657. 노원구청",26055,1379,5.29%,8494,32.60%,4191,16.09%
"576","576. 광나루역 3번 출구",26032,3265,12.54%,4256,16.35%,7466,28.68%
"106","106. 합정역 7번출구 앞",25910,1267,4.89%,4984,19.24%,9416,36.34%
"1135","1135. 강서구의회",25868,6358,24.58%,3343,12.92%,6043,23.36%
"1957","1957. 구일고등학교 정문",25828,7936,30.73%,2802,10.85%,5459,21.14%
"362","362. 청계8가사거리 A",25792,5347,20.73%,3573,13.85%,7458,28.92%
"4798","4798. 황학동롯데캐슬",25790,2915,11.30%,4840,18.77%,6827,26.47%
"1452","1452. 겸재교 진입부",25767,3207,12.45%,3671,14.25%,7881,30.59%
"615","615. 용두동 래미안허브리츠아파트 앞",25735,3768,14.64%,4637,18.02%,6512,25.30%
"500","500. 어린이대공원역 3번출구 앞",25711,2971,11.56%,4642,18.05%,6367,24.76%
"549","549. 아차산역 3번출구",25681,3487,13.58%,4527,17.63%,7112,27.69%
"1291","1291. 서울체육고등학교 앞",25600,1312,5.13%,6653,25.99%,3699,14.45%
"663","663. 외대앞역 3번출구",25599,2833,11.07%,5201,20.32%,6380,24.92%
"870","870.노들섬 서측 앞",25568,332,1.30%,5135,20.08%,11051,43.22%
"1048","1048. 둔촌어린이공원",25500,4943,19.38%,3689,14.47%,6641,26.04%
"498","498.연남동주민센터 앞",25464,3388,13.31%,4830,18.97%,6403,25.15%
"3782","3782. 겸재정선미술관",25397,6484,25.53%,4788,18.85%,5681,22.37%
"267","267. 삼성화재 사옥 옆",25339,2934,11.58%,5335,21.05%,6118,24.14%
"146","146. 마포역 2번출구 뒤",25262,2929,11.59%,5402,21.38%,6868,27.19%
"1381","1381.석계역 4번출구 뒤",25257,2467,9.77%,4884,19.34%,6974,27.61%
"5886","5886.신풍역 2번출구",25241,2634,10.44%,4831,19.14%,6497,25.74%
"393","393. 동대문역 8번 출구",25228,1968,7.80%,4546,18.02%,4382,17.37%
"1996","1996. 구일역 1번 출입구 앞",25188,4022,15.97%,4661,18.50%,7485,29.72%
"2702","2702. 마곡 엠밸리2단지",25177,7298,28.99%,3091,12.28%,5435,21.59%
"224","224. 롯데캐슬 앞",25168,2666,10.59%,5768,22.92%,5790,23.01%
"4041","4041. 공릉역3번출구",25108,2063,8.22%,4662,18.57%,6558,26.12%
"1448","1448. 코스트코 상봉점",25103,1776,7.07%,3949,15.73%,7416,29.54%
"4600","4600. 서울 영등포구 우체국",25100,4965,19.78%,4893,19.49%,4481,17.85%
"4013","4013. 중계 롯데마트",25086,3195,12.74%,3676,14.65%,6667,26.58%
"153","153. 성산2교 사거리",25043,4191,16.74%,4446,17.75%,6307,25.18%
"227","227. 양평1나들목 보행통로 입구",25027,3010,12.03%,3663,14.64%,9346,37.34%
"1195","1195. 코오롱One&Only타워",25022,903,3.61%,11958,47.79%,1576,6.30%
"1132","1132. 등촌역 7번출구",24986,5138,20.56%,3868,15.48%,5630,22.53%
"4575","4575. 대림동 e편한세상영등포아델포레",24975,4529,18.13%,3518,14.09%,6074,24.32%
"1503","1503. 강북구청사거리(수유역 8번출구)",24948,1514,6.07%,5052,20.25%,6598,26.45%
"1716","1716. 창동역 1번출구 건너편",24886,1828,7.35%,6063,24.36%,6547,26.31%
"342","342. 대학로 마로니에공원",24850,3329,13.40%,5059,20.36%,6365,25.61%
"1643","1643. 태릉입구역 8번출구",24810,1643,6.62%,5179,20.87%,7016,28.28%
"2255","2255. 양재시민의숲역 1번출구",24789,5795,23.38%,5675,22.89%,5062,20.42%
"1076","1076. 천동초교입구사거리 버스정류장(십자성마을 방면)",24714,3835,15.52%,4014,16.24%,6873,27.81%
"2746","2746.수명산파크 4단지 411동 앞",24711,7850,31.77%,2572,10.41%,5630,22.78%
"956","956. 응암시장교차로",24670,5580,22.62%,3311,13.42%,6150,24.93%
"421","421. 마포구청 앞",24668,3760,15.24%,4673,18.94%,4882,19.79%
"3757","3757. 신방화역 6번출구",24652,3363,13.64%,5737,23.27%,6184,25.09%
"1901","1901. 신도림동주민센터 앞",24615,5327,21.64%,4149,16.86%,5667,23.02%
"505","505. 자양사거리 광진아크로텔 앞",24600,2170,8.82%,4299,17.48%,6466,26.28%
"1636","1636. 상계주공2단지 버스정류장 옆",24558,2984,12.15%,4753,19.35%,5810,23.66%
"1215","1215. 올림픽공원역 1번출구 앞",24511,2731,11.14%,4934,20.13%,6313,25.76%
"905","905. 구파발역 2번출구",24509,1466,5.98%,5725,23.36%,7052,28.77%
"3671","3671. 둔촌동역교차로",24502,3313,13.52%,4274,17.44%,6216,25.37%
"1531","1531. 미아사거리 1번 출구",24478,1652,6.75%,4499,18.38%,6656,27.19%
"588","588. 뚝섬 유원지역",24470,1658,6.78%,4697,19.19%,7685,31.41%
"2741","2741.마곡수명산파크5-6단지",24452,6385,26.11%,2790,11.41%,5379,22.00%
"3794","3794. 안양천합수부(현대3차아파트)",24446,5011,20.50%,2952,12.08%,7827,32.02%
"4598","4598. 오목교 동측 지하보도",24418,4599,18.83%,4228,17.32%,6440,26.37%
"3966","3966. 독산역1번출구 B",24382,8483,34.79%,5511,22.60%,3177,13.03%
"3756","3756. 마곡힐스테이트 정문",24352,7092,29.12%,2999,12.32%,6135,25.19%
"2618","2618. 삼전역 1번출구",24351,3889,15.97%,4335,17.80%,6290,25.83%
"1988","1988. 고척LIGA아파트 앞",24321,6741,27.72%,3159,12.99%,5913,24.31%
"5881","5881. 세계청소년NGO교육문화원",24304,4426,18.21%,4267,17.56%,6069,24.97%
"3214","3214.영등포 푸르지오 아파트 A",24260,7365,30.36%,2701,11.13%,6074,25.04%
"1177","1177. 수명중?고교",24259,7808,32.19%,2623,10.81%,4276,17.63%
"643","643. 동대문구민체육센터 (육교아래)",24254,6152,25.36%,2851,11.75%,6217,25.63%
"6183","6183.K스퀘어 마곡",24228,2776,11.46%,7255,29.94%,5007,20.67%
"1197","1197. 엠펠리체 호텔 건너편",24163,1940,8.03%,5673,23.48%,5823,24.10%
"2619","2619. 석촌고분역 4번출구",24098,3938,16.34%,3803,15.78%,6604,27.40%
"1338","1338. 용문2교 옆",24088,3572,14.83%,3624,15.04%,6049,25.11%
"1610","1610. 화랑대역 2번출구 앞",24088,3094,12.84%,3913,16.24%,6788,28.18%
"3759","3759. 이대서울병원",24051,1708,7.10%,6455,26.84%,3797,15.79%
"829","829. 한강대교 북단 교차로",23975,2148,8.96%,4435,18.50%,8502,35.46%
"244","244. 영등포삼환아파트 앞",23949,3762,15.71%,3925,16.39%,6296,26.29%
"4377","4377. 우영테크노센터 앞",23913,685,2.86%,8758,36.62%,4963,20.75%
"1442","1442. 중랑구청 중화동 별관 앞",23884,2913,12.20%,4165,17.44%,5578,23.35%
"2335","2335. 3호선 매봉역 3번출구앞",23871,4807,20.14%,5651,23.67%,4964,20.80%
"4383","4383. 푸조비즈타워 앞",23866,3495,14.64%,9592,40.19%,2594,10.87%
"642","642. 신답역 사거리",23848,5864,24.59%,4254,17.84%,5368,22.51%
"634","634. 외국어대 정문 앞",23775,2264,9.52%,3802,15.99%,5970,25.11%
"702","702. 목4동주민센터 옆",23750,5445,22.93%,3221,13.56%,5480,23.07%
"3692","3692. 둔촌오륜역 1번 출구",23735,4738,19.96%,3777,15.91%,6240,26.29%
"5066","5066. 아망떼마곡전시장",23696,1247,5.26%,9762,41.20%,3105,13.10%
"626","626. 군자교 서측 녹지대",23664,3941,16.65%,4914,20.77%,5964,25.20%
"4559","4559. 신길역 2번출구",23568,4333,18.39%,5038,21.38%,5960,25.29%
"4537","4537. 서울남부지방검찰청 후문",23564,5475,23.23%,4034,17.12%,4525,19.20%
"1686","1686. 상계주공10단지 종합상가 앞",23543,2546,10.81%,3416,14.51%,6563,27.88%
"1744","1744.도봉소방서 옆",23531,1297,5.51%,4875,20.72%,6643,28.23%
"2050","2050. 노량진역 5번출구",23492,2234,9.51%,3742,15.93%,6261,26.65%
"3416","3416.동묘앞역 6번출구",23423,2553,10.90%,3084,13.17%,5317,22.70%
"1168","1168. 마곡엠밸리10단지 앞",23417,5497,23.47%,3185,13.60%,5069,21.65%
"912","912. 응암오거리",23391,4162,17.79%,3639,15.56%,6187,26.45%
"1090","1090.상일동역 2번출구 앞",23384,3785,16.19%,5759,24.63%,4883,20.88%
"3882","3882. 자양2동 주민센터",23382,6669,28.52%,3089,13.21%,5905,25.25%
"2630","2630.서울방이동 고분군",23355,2943,12.60%,4088,17.50%,6071,25.99%
"3934","3934. 철도교통관제센터 정문 앞",23348,6739,28.86%,8241,35.30%,5549,23.77%
"3586","3586.군자역 비채온 오피스텔",23325,3607,15.46%,3803,16.30%,6331,27.14%
"2025","2025. 흑석역 1번출구",23316,2271,9.74%,4679,20.07%,6890,29.55%
"2724","2724.(재)FITI시험연구원",23311,8204,35.19%,5758,24.70%,2750,11.80%
"316","316. 종각역 1번출구 앞",23243,4394,18.90%,5196,22.36%,3393,14.60%
"4399","4399. 더리브 세종타워 앞",23217,2365,10.19%,6568,28.29%,5450,23.47%
"4856","4856. 올림픽공원 서1문 앞",23211,2689,11.59%,5396,23.25%,6145,26.47%
"1126","1126. 우장산역 1번출구옆(우장산아이파크105동앞)",23199,1690,7.28%,4415,19.03%,6315,27.22%
"3549","3549.건영아파트 앞",23181,6381,27.53%,3331,14.37%,5644,24.35%
"723","723. SBS방송국",23146,2284,9.87%,7053,30.47%,4362,18.85%
"2729","2729.넥센 유니버시티 앞",23110,1877,8.12%,8510,36.82%,3292,14.24%
"1002","1002. 해공공원(천호동)",23082,4366,18.92%,2788,12.08%,6658,28.84%
"473","473.을지로4가역 9번출구",23066,4568,19.80%,5045,21.87%,3971,17.22%
"3905","3905. 희훈타워빌 앞",23062,4460,19.34%,3360,14.57%,5611,24.33%
"551","551. 구의삼성쉐르빌 앞",23039,3146,13.66%,3536,15.35%,6008,26.08%
"1028","1028. 포레스 주상복합 빌딩",23016,3488,15.15%,3765,16.36%,5800,25.20%
"1414","1414. 사가정역 2번출구",23009,2216,9.63%,5015,21.80%,5752,25.00%
"1246","1246. 문정 법조단지10",22990,2927,12.73%,6980,30.36%,4904,21.33%
"1956","1956. 동아1차APT105동 버스정류장(신도림중학교 방면)",22959,6010,26.18%,3919,17.07%,5035,21.93%
"3864","3864. 광진소방서 앞",22952,5948,25.91%,3618,15.76%,5255,22.90%
"2613","2613. 잠실나들목",22950,2257,9.83%,2970,12.94%,9002,39.22%
"593","593.자양중앙나들목",22936,5012,21.85%,2763,12.05%,7409,32.30%
"1269","1269. 리센츠아파트",22859,2838,12.42%,3601,15.75%,6610,28.92%
"1185","1185. 등촌9단지",22847,5261,23.03%,3829,16.76%,4878,21.35%
"414","414. 상암동주민센터 옆",22818,2688,11.78%,4836,21.19%,4987,21.86%
"4036","4036. 하계역 6번출구",22811,2632,11.54%,5556,24.36%,5294,23.21%
"913","913. 이마트 버스정류장(서부경찰서 방면)",22761,1623,7.13%,4540,19.95%,6139,26.97%
"1720","1720. 도봉구청 옆(중랑천변)",22747,2331,10.25%,4821,21.19%,6236,27.41%
"2913","2913.상계8동 주민센터",22735,4974,21.88%,3261,14.34%,6134,26.98%
"398","398. 을지로3가역 3번출구",22720,2201,9.69%,5876,25.86%,4985,21.94%
"370","370. 시청역(2호선) 9번출구 뒤",22712,2935,12.92%,6489,28.57%,2642,11.63%
"409","409. 누리꿈스퀘어 옆",22632,940,4.15%,9476,41.87%,3155,13.94%
"5057","5057. 마곡역4번출구",22623,1448,6.40%,6243,27.60%,4695,20.75%
"5055","5055. 마곡역5번출구앞",22606,2587,11.44%,6257,27.68%,4620,20.44%
"1619","1619. 중계동 하나프라자빌딩 앞(중1-1)",22546,1370,6.08%,3864,17.14%,6832,30.30%
"222","222. 시범아파트버스정류장 옆",22529,3605,16.00%,5220,23.17%,4243,18.83%
"1462","1462.동부시장 북문 앞",22493,1545,6.87%,4217,18.75%,6501,28.90%
"1221","1221. 삼전역 4번출구",22465,3849,17.13%,3491,15.54%,6125,27.26%
"264","264. 교보생명보험 앞",22451,3593,16.00%,5157,22.97%,4657,20.74%
"1075","1075.천동초교 삼거리",22446,5805,25.86%,2920,13.01%,5444,24.25%
"2713","2713.우장초등학교 앞",22432,8011,35.71%,2397,10.69%,5139,22.91%
"4141","4141. 우리은행장안지점 앞",22420,3057,13.64%,3886,17.33%,5311,23.69%
