대여소번호,대여소명,표준화_건수4열_클러스터,표준화_혼합4열_클러스터,전체이용건수,평일출근건수,평일퇴근건수,주말이용건수,평일퇴근비중(%),주말비중(%)
"4558","4558. 대영중고 후문",Group 2,Group 2,12390,2723,1554,2711,12.54%,21.88%
"2376","2376. 수서역 7번출구 앞",Group 2,Group 1,12379,1373,4202,2622,33.94%,21.18%
"450","450. 효자동 삼거리",Group 2,Group 2,12377,2431,1996,3468,16.13%,28.02%
"4823","4823. 방정환교육지원센터 옆",Group 2,Group 2,12377,1418,1815,3365,14.66%,27.19%
"511","511. 서울숲역 5번 출구 옆",Group 2,Group 2,12375,1857,2830,3207,22.87%,25.92%
"1430","1430. 중랑구청",Group 2,Group 2,12360,1497,2749,2662,22.24%,21.54%
"1461","1461.동양엔파트 앞",Group 2,Group 2,12358,698,2571,3322,20.80%,26.88%
"1061","1061. 천호초교 입구 사거리(일주빌딩)",Group 2,Group 2,12353,2261,1910,3250,15.46%,26.31%
"2213","2213. 고속터미널역 5번출구 앞",Group 2,Group 2,12353,2395,2913,2737,23.58%,22.16%
"622","622. 전농사거리 교통섬",Group 2,Group 2,12344,1592,1694,3301,13.72%,26.74%
"544","544. 광남중학교",Group 2,Group 2,12333,2458,1374,4276,11.14%,34.67%
"1373","1373. 성북구보건소 건너편",Group 2,Group 2,12315,2514,2163,3094,17.56%,25.12%
"495","495.염리초등학교 앞",Group 2,Group 1,12314,1640,2862,2562,23.24%,20.81%
"4539","4539. 목동7단지아파트 A상가",Group 2,Group 2,12314,1480,2382,3126,19.34%,25.39%
"185","185. 마포 신수공원 앞",Group 2,Group 2,12295,2009,1424,4007,11.58%,32.59%
"2644","2644. 성내5교",Group 2,Group 2,12287,2255,1756,3255,14.29%,26.49%
"2003","2003. 사육신공원앞",Group 2,Group 2,12279,1224,1823,3701,14.85%,30.14%
"4507","4507. 신정제일시장",Group 2,Group 2,12278,1919,2250,3266,18.33%,26.60%
"175","175. 홍연2교옆",Group 2,Group 2,12266,2543,1676,3405,13.66%,27.76%
"1286","1286. 위례중앙푸르지오 1단지 앞",Group 2,Group 2,12255,1335,1687,3431,13.77%,28.00%
