대여소번호,대여소명,클러스터그룹,전체이용건수,평일출근건수,평일퇴근비중(%),주말비중(%)
"713","713. 양서중학교 옆",Group 4,8863,1868,14.31%,21.79%
"2266","2266. 서초역 3번출구",Group 4,8862,1422,22.75%,24.31%
"3122","3122.북가좌삼거리2",Group 4,8861,2153,12.09%,25.80%
"3412","3412.세운상가",Group 4,8854,1245,20.61%,17.70%
"960","960. 구파발역 환승센터",Group 4,8850,340,28.19%,20.68%
"1228","1228. 마천사거리",Group 4,8831,1843,14.58%,27.91%
"809","809. 한남 유수지 복개주차장",Group 4,8820,669,21.05%,29.44%
"652","652. 답십리 래미안엘파인아파트 입구",Group 4,8782,2403,12.73%,25.34%
"4847","4847. 신내역시티프라디움 앞",Group 4,8766,910,13.91%,23.88%
"4639","4639. 동빙고근린공원",Group 4,8758,545,15.03%,45.22%
"1936","1936. 개봉역 1번 출구 자전거보관서쪽",Group 4,8757,1541,22.78%,22.51%
"3129","3129.DMC래미안e편한세상203동옆",Group 4,8749,2276,13.12%,25.26%
"2293","2293. SPC 앞",Group 4,8738,985,26.34%,20.84%
"820","820. 청파동입구 교차로",Group 4,8737,1313,21.19%,21.96%
"4835","4835. 망우동 본죽 앞",Group 4,8724,1776,11.33%,25.46%
"4202","4202. 프런트원(공덕역4번출구 앞)",Group 4,8719,1061,22.56%,20.61%
"3903","3903. 현대아파트 앞",Group 4,8714,2009,16.98%,24.12%
"903","903. 은평뉴타운 아이파크",Group 4,8710,1712,12.88%,25.88%
"775","775.세종그랑시아 앞(102동)",Group 4,8702,1270,13.48%,26.60%
"3986","3986.청년주택 독산동점",Group 4,8700,3447,11.00%,21.70%
"1641","1641. 한내근린공원 남측",Group 4,8688,1264,17.06%,29.28%
"2657","2657.송파 파인타운 11단지",Group 4,8682,1557,10.82%,27.06%
"2712","2712.화곡터널입구교차로",Group 4,8678,1392,13.42%,27.88%
"2394","2394. 개포래미안포레스트아파트 107동 앞",Group 4,8675,2380,11.30%,24.54%
"2227","2227.방배열린문화센터 앞",Group 4,8673,1580,21.05%,17.93%
"4918","4918. 매봉역 1번출구",Group 4,8661,1023,24.40%,23.59%
"4797","4797. KG타워 앞",Group 4,8656,1409,26.34%,15.84%
"1073","1073. SSTS 몰 앞",Group 4,8644,1381,12.63%,28.46%
"1981","1981. 천왕지구삼거리 앞",Group 4,8643,2475,12.51%,22.57%
"347","347. 동대문역사문화공원역 9번출구 앞",Group 4,8639,623,18.40%,24.41%
"4307","4307. 고투몰 gate 15옆",Group 4,8638,1350,15.47%,27.25%
"3127","3127.홍은2파출소 옆",Group 4,8637,1173,19.20%,26.05%
"1854","1854. 가산아네스트 오피스텔 앞",Group 4,8633,3068,15.27%,20.75%
"1326","1326. 상월곡역 1번출구",Group 4,8631,1215,13.82%,26.44%
"5509","5509.신석초교 앞",Group 4,8626,1536,14.31%,28.53%
"518","518. 청계천 박물관 앞",Group 4,8614,400,38.63%,20.03%
"1628","1628. 노일초등학교 앞",Group 4,8612,1048,17.23%,25.03%
"1671","1671. 인덕대학교",Group 4,8606,1443,13.82%,20.10%
"476","476.광희문",Group 4,8598,1152,13.08%,25.35%
"1564","1564.4.19민주묘지역 1번출구",Group 4,8598,542,18.45%,27.93%
"1290","1290. 위례송파꿈에그린아파트24단지 앞 성벽 다리 밑",Group 4,8596,2621,8.15%,24.78%
"666","666.이문대성유니드아파트 앞",Group 4,8590,825,22.76%,30.08%
"1240","1240. 문정 법조단지4",Group 4,8582,1620,18.19%,24.69%
"1420","1420. 신내어울공원 앞",Group 4,8582,923,22.20%,24.52%
"4857","4857. 올림픽공원 장미광장",Group 4,8580,970,19.78%,35.43%
"2631","2631.배명고등학교",Group 4,8569,1681,14.20%,23.66%
"4054","4054. 창동한신아파트 버스정류소",Group 4,8564,1030,13.37%,27.30%
"358","358. 성균관대입구 사거리 A",Group 4,8562,469,17.99%,28.07%
"2245","2245.양재초등학교 맞은편",Group 4,8554,1300,23.07%,24.00%
"4414","4414. 안암역 3번 출구",Group 4,8553,546,17.99%,26.33%
"3642","3642. 강남자곡힐스테이트",Group 4,8544,1640,8.03%,27.89%
"2418","2418.봉은사역 7번 출구",Group 4,8540,1205,29.26%,19.92%
"1616","1616. 하계2동 공항버스정류장 옆",Group 4,8522,938,19.16%,25.06%
"2164","2164. 관악우체국",Group 4,8511,952,13.84%,25.88%
"324","324. 신세계백화점 본점 앞",Group 4,8498,460,28.47%,21.52%
"2172","2172. 나들목공원",Group 4,8479,545,18.82%,32.99%
"3643","3643. 더시그넘하우스 앞",Group 4,8479,1471,17.82%,20.13%
"759","759. 보아스아파트 앞",Group 4,8475,2116,13.30%,24.48%
"1839","1839. 수출의 다리 아래",Group 4,8470,251,41.38%,15.93%
"1536","1536. 번동 두산위브 101동 옆",Group 4,8464,802,15.70%,25.76%
"1065","1065.보훈병원 후문옆(더 원커피)",Group 4,8458,1065,23.47%,20.52%
"3694","3694. 강동리엔파크 13단지(1303동 앞)",Group 4,8452,2321,20.55%,17.57%
"4871","4871. 오금동 대림아파트 정문",Group 4,8441,1132,16.49%,25.68%
"188","188. 홍은동 정원여중 입구",Group 4,8440,1433,16.53%,27.43%
"767","767.신정숲속마을아파트",Group 4,8438,2994,10.99%,22.23%
"1829","1829. 홈플러스 금천점 앞",Group 4,8428,1134,19.70%,23.77%
"436","436. 이대역 5번출구",Group 4,8426,656,24.06%,25.80%
"5861","5861. 보라주유소 앞",Group 4,8420,1575,16.41%,24.30%
"162","162. 봉원고가차도 밑",Group 4,8405,1333,16.53%,24.85%
"4638","4638. 청파동삼거리 앞",Group 4,8400,1654,10.39%,27.99%
"2251","2251. 더케이호텔 입구(양재2)",Group 4,8399,1133,32.93%,17.30%
"811","811. 녹사평역1번출구",Group 4,8397,769,22.34%,29.24%
"2178","2178. 서울대학교 정문",Group 4,8386,325,26.75%,27.01%
"2239","2239.교대역 6번출구",Group 4,8386,1422,21.17%,17.51%
"413","413. 상암월드컵파크 3단지 후문",Group 4,8371,1359,15.29%,31.75%
"3007","3007.MBC 앞",Group 4,8350,762,35.04%,13.75%
"1089","1089.고덕 래미안힐스테이트(201동)",Group 4,8347,2037,10.34%,24.28%
"2307","2307. 압구정 한양 3차 아파트",Group 4,8346,604,24.35%,29.61%
"3792","3792. 화곡본동시장 입구",Group 4,8333,1363,15.82%,24.28%
"4931","4931. 디에이치퍼스티어아이파크 124동 앞",Group 4,8332,1660,12.96%,24.81%
"4392","4392. 답십리역 6번출구",Group 4,8327,1206,23.60%,20.25%
"2521","2521.서초 크로바타워 앞",Group 4,8326,1359,16.75%,23.26%
"1256","1256. 문정현대아파트 교차로",Group 4,8310,1201,18.76%,23.19%
"337","337. 창경궁 입구",Group 4,8296,1331,16.83%,21.89%
"971","971. 역촌 센트레빌 아파트",Group 4,8296,2995,7.51%,22.78%
"774","774.등촌역 4번 출구",Group 4,8278,966,18.19%,26.82%
"1870","1870.독산3동주민센터 앞",Group 4,8252,2121,13.41%,21.69%
"4073","4073.방아골종합사회복지관",Group 4,8246,1773,11.82%,25.50%
"979","979.원풍빌라앞",Group 4,8245,1920,9.97%,22.67%
"1367","1367. 길음문화복합미디어센터",Group 4,8242,1444,11.95%,26.03%
"1752","1752. 창동 주공 4단지 입구 옆",Group 4,8239,1494,14.36%,26.37%
"4616","4616. 신용산지하차도 앞",Group 4,8231,1320,19.05%,26.87%
"2634","2634.위례포레샤인아파트 정류장",Group 4,8228,2525,9.56%,22.35%
"338","338. 세운스퀘어 앞",Group 4,8226,827,25.18%,15.84%
"2360","2360. 도곡1동 주민센터 교차로",Group 4,8222,1014,24.05%,19.40%
"2405","2405. 청담공원앞 교차로",Group 4,8221,2078,19.86%,18.72%
"654","654. 전농동 텃골공원",Group 4,8217,1380,13.51%,28.22%
"1702","1702. 녹천역 1번출구 앞",Group 4,8217,1813,15.30%,26.75%
"5322","5322.노원성당 앞",Group 4,8216,1931,12.01%,28.21%
"1368","1368. 성신여대입구 교차로",Group 4,8213,1391,16.17%,24.05%
"4221","4221. 솔리스타오피스텔(공덕동주민센터)",Group 4,8194,2742,10.02%,25.14%
"4808","4808. 신내2동 주민센터 앞",Group 4,8190,547,23.10%,22.21%
"142","142. 아현역 4번출구 앞",Group 4,8186,1594,17.96%,23.88%
"1109","1109. 공항시장역 4번출구",Group 4,8186,1396,14.23%,26.56%
"3606","3606. 신사동주민센터 옆",Group 4,8186,444,26.15%,26.33%
"1086","1086.래미안 솔베뉴(구천면로)",Group 4,8182,1011,15.52%,28.38%
"4874","4874. 탄천1교 하부보도",Group 4,8181,1982,12.99%,27.16%
"639","639. 서울시립대 후문",Group 4,8172,688,17.08%,25.38%
"1364","1364. 성북동 치안센터 앞",Group 4,8161,1592,13.26%,24.03%
"709","709. 신정3동 현장민원실 앞",Group 4,8152,1214,14.71%,25.23%
"3655","3655. 둔촌신성미소지움아파트",Group 4,8131,1503,14.45%,30.49%
"121","121. 마포소방서 앞",Group 4,8118,1320,15.20%,25.20%
"3510","3510. 중곡SK아파트앞",Group 4,8117,1563,12.25%,28.69%
"1457","1457. 동원사거리",Group 4,8115,1104,17.49%,24.82%
"3545","3545.한양대역 1번출구",Group 4,8100,575,22.01%,23.41%
"3557","3557.서울숲리버뷰자이APT105동 앞",Group 4,8096,1508,11.08%,27.93%
"2112","2112. 서울대입구역 마에스트로",Group 4,8093,633,14.22%,29.28%
"2430","2430.강남파이낸스센터앞(역삼역2번출구)",Group 4,8092,1327,20.54%,19.25%
"2319","2319. 포스코사거리 서측(수협 삼성동 지점)",Group 4,8087,638,35.25%,13.71%
"2509","2509. 심산기념문화센터",Group 4,8080,1717,23.18%,16.93%
"4563","4563. 여의도 은하아파트",Group 4,8077,1472,16.94%,24.96%
"3110","3110.홍은 현대아이파크 아파트 202동 앞",Group 4,8066,1358,14.88%,29.52%
"3880","3880. 홍련봉 공원",Group 4,8066,1620,15.81%,29.73%
"4542","4542. 월정초 사거리",Group 4,8054,2059,14.19%,25.42%
"406","406. 상암월드컵파크 7단지 앞",Group 4,8043,1050,13.74%,29.16%
"1472","1472.영성빌딩(PAT)",Group 4,8036,1047,16.40%,24.18%
"4316","4316. 고속터미널역 3번출구",Group 4,8036,1027,25.31%,26.52%
"866","866.브라운스톤 남산아파트",Group 4,8030,1515,14.68%,28.72%
"2328","2328. 르네상스 호텔 사거리 역삼지하보도 7번출구 앞",Group 4,8030,875,24.26%,19.99%
"5321","5321.불암아파트 앞",Group 4,8023,1150,14.06%,28.27%
"4014","4014. 불암산역 3번 출구",Group 4,8018,1430,13.87%,29.41%
"2297","2297. 남부터미널역 1번출구",Group 4,8015,944,22.81%,24.13%
"1751","1751. 창원초등학교 교차로",Group 4,8008,1350,11.83%,27.11%
"1266","1266. 문정동 글샘 공원",Group 4,8006,954,23.93%,23.71%
"2362","2362. 신사동 가로수길 입구",Group 4,8006,494,23.17%,27.04%
"322","322. 명동성당 앞",Group 4,8001,747,23.05%,26.86%
"1257","1257. 가락시장역 사거리",Group 4,8001,2687,17.31%,15.86%
"1394","1394.길음뉴타운 래미안9단지",Group 4,7991,1886,12.63%,24.88%
"4246","4246. 상수역새마을금고",Group 4,7967,633,15.45%,30.66%
"4671","4671. 청구성심병원 앞",Group 4,7956,788,17.70%,27.85%
"4462","4462. 가락중학교 앞",Group 4,7955,905,13.19%,28.70%
"2048","2048. 삼일초등학교 인근",Group 4,7938,1616,9.79%,22.99%
"2036","2036. 정금마을 마을버스정류장",Group 4,7936,1054,12.85%,27.63%
"536","536. 행당역 2번출구 앞",Group 4,7933,1558,12.69%,28.32%
"1715","1715. 서울특별시교육청도봉도서관",Group 4,7925,623,14.68%,33.20%
"1253","1253. 오금역 3번 출구 뒤",Group 4,7923,1418,18.06%,21.52%
"402","402. 상암월드컵파크 9단지 앞",Group 4,7921,2195,11.30%,24.05%
"1551","1551.4.19탑 앞",Group 4,7912,1118,12.55%,29.92%
"4306","4306. 서래공원 앞",Group 4,7906,972,25.22%,20.45%
"1057","1057. 능골근린공원",Group 4,7898,1552,17.33%,19.14%
"2263","2263. 바우뫼문화복지회관",Group 4,7897,1169,20.01%,21.79%
"2119","2119. 중앙동 동진빌딩",Group 4,7892,1422,14.55%,24.52%
"4345","4345. 반포역 4번출구",Group 4,7892,1448,15.36%,29.51%
"4580","4580. 국회제2의원회관",Group 4,7884,780,48.86%,3.13%
"1474","1474.서울중랑우체국",Group 4,7882,650,15.05%,21.28%
"6188","6188.금호아파트",Group 4,7874,1229,20.71%,22.85%
"1303","1303. 돈암초교 입구",Group 4,7869,2040,14.86%,22.67%
"1654","1654. 당고개입구 오거리",Group 4,7856,1106,14.71%,29.49%
"2320","2320. 도곡역 대치지구대 방향",Group 4,7851,918,17.13%,27.84%
"748","748. 목동운동장",Group 4,7848,615,24.24%,31.52%
"1821","1821. 홈플러스 시흥점 맞은편 다비치안경 앞",Group 4,7830,1902,11.98%,26.77%
"3685","3685. 강동리엔파크14단지(1401동 앞)",Group 4,7817,2016,19.20%,20.75%
"4960","4960.고덕비즈밸리 지식산업센터 A",Group 4,7813,250,45.81%,15.50%
"1768","1768.신동아타워 버스정류소",Group 4,7811,992,17.07%,26.42%
"1296","1296. 석촌호수교차로 (송파나루근린공원 앞)",Group 4,7803,738,16.83%,34.01%
"416","416. 상암월드컵파크 1단지 교차로",Group 4,7799,741,27.71%,22.14%
"309","309. 광화문역 6번출구 옆 B",Group 4,7796,593,35.34%,13.44%
"2716","2716.롯데 R&D 센터",Group 4,7792,404,58.48%,5.13%
"848","848. 삼각지12번 출구",Group 4,7791,678,22.08%,28.80%
"2145","2145. 은천초등학교 육교",Group 4,7781,1637,11.50%,25.34%
"3113","3113. 독립문 앞",Group 4,7766,2076,12.68%,31.44%
"904","904. 은평뉴타운 푸르지오",Group 4,7762,2339,9.62%,28.28%
"1518","1518. 수유2동은행빌딩 앞",Group 4,7753,1096,14.42%,26.38%
"3918","3918. 이좋은집오피스텔 앞",Group 4,7752,1084,13.92%,27.81%
"349","349. 어린이도서관",Group 4,7748,1034,16.51%,28.60%
"1299","1299. 송파소방서 (방이119안전센터)",Group 4,7746,1389,14.58%,27.18%
"1713","1713. 쌍문동 이안아파트 앞",Group 4,7736,902,14.96%,26.03%
"3523","3523. 건국대학교 과학관(이과대) 앞",Group 4,7720,302,23.10%,10.31%
"1405","1405. 망우역 1번출구",Group 4,7715,1446,18.51%,25.21%
"1642","1642. 서울여대 남문",Group 4,7703,945,15.24%,24.74%
"2365","2365. K+ 타워 앞",Group 4,7696,233,23.67%,26.78%
"4009","4009. 월계프라자",Group 4,7680,1082,12.80%,24.75%
"4107","4107. 장안동근린공원 입구",Group 4,7680,816,17.28%,27.59%
"954","954. 은평뉴타운구파발9단지",Group 4,7679,877,11.34%,29.13%
"177","177. 북가좌 초등학교",Group 4,7665,1880,13.76%,26.00%
"3797","3797. 마곡수명산파크7단지 710동 앞",Group 4,7659,940,14.45%,24.22%
"3211","3211.신길 래미안 프레비뉴",Group 4,7639,1655,12.50%,27.52%
"1041","1041. 묘곡초등학교",Group 4,7638,1400,14.89%,25.23%
"4811","4811. 한양수자인아파트 앞",Group 4,7620,1712,9.83%,26.56%
"4273","4273. 홍연2교 사거리",Group 4,7617,1813,16.07%,24.31%
"2243","2243.서울가정법원",Group 4,7604,1709,23.37%,19.52%
"129","129. 신촌역(2호선) 6번출구 옆",Group 4,7588,670,15.66%,26.73%
"1772","1772.시립도봉노인복지관 버스정류소",Group 4,7582,1204,12.33%,28.24%
"3675","3675. 강동리버스트8단지",Group 4,7571,1069,12.01%,27.79%
"864","864.순천향대학병원(한남오거리)",Group 4,7566,355,25.88%,28.36%
"4621","4621. 남산도서관 앞",Group 4,7553,561,16.25%,28.33%
"180","180. 충정로역 7번출구 아래",Group 4,7543,1075,23.32%,22.42%
"2034","2034. 사당역 7번출구쪽",Group 4,7534,898,18.78%,27.37%
"1732","1732. 방학역사거리",Group 4,7528,1085,16.56%,24.95%
"6059","6059. 덕수중학교",Group 4,7527,1062,22.03%,18.36%
"1666","1666. 노원소방서인근",Group 4,7526,895,15.23%,28.85%
"6057","6057. 을지로5가(방산시장)",Group 4,7523,1317,20.16%,21.69%
"5305","5305. 대륜E&S 서울지사 앞",Group 4,7512,1053,13.03%,24.89%
"4907","4907. 극동스포츠 앞",Group 4,7510,881,20.71%,26.87%
"1568","1568.4.19민주묘지 입구사거리",Group 4,7500,834,14.72%,28.16%
"2205","2205. 내곡3단지 어린이공원 앞",Group 4,7486,2309,15.11%,23.06%
"776","776.목마공원",Group 4,7477,773,22.50%,24.41%
"660","660. 동의보감타워",Group 4,7471,1049,17.59%,22.94%
"3132","3132.홍제교",Group 4,7471,940,15.58%,28.22%
"939","939. 은평구청 교차로",Group 4,7445,795,24.62%,21.16%
"2385","2385. 학동역",Group 4,7443,1427,19.63%,20.72%
"3588","3588.세종대학교(영실관)",Group 4,7424,463,26.27%,14.55%
"372","372. 약수역 3번출구 뒤",Group 4,7415,551,16.36%,29.58%
"4128","4128.  종암초등학교 뒤(새울센스빌)",Group 4,7411,1202,14.60%,24.11%
"4891","4891. 위례포레나송파",Group 4,7395,1634,12.21%,26.91%
"3634","3634. 국악고교 앞 교차로",Group 4,7387,1420,16.47%,23.62%
"118","118. 광흥창역 2번출구 앞",Group 4,7383,910,16.42%,26.20%
"2330","2330. 역삼월드메르디앙아파트 앞",Group 4,7374,860,22.39%,20.53%
"839","839. 보광동 삼성리버빌아파트 앞",Group 4,7366,797,11.73%,29.09%
"1388","1388. 돈암초교입구 버스정류장(한성대입구역 방면)",Group 4,7366,1011,15.04%,26.51%
"4253","4253. 홍은도담도서관",Group 4,7366,1755,11.02%,24.99%
"3006","3006. 상암월드컵파크5단지(상암중학교)",Group 4,7362,554,22.97%,18.36%
"2084","2084.e편한세상 상도노빌리티 앞",Group 4,7348,486,15.51%,26.80%
"2422","2422.수서동 성당 맞은편",Group 4,7347,868,12.13%,29.79%
"328","328. 탑골공원 앞",Group 4,7344,381,19.23%,26.14%
"3689","3689. 강일역 3번출구",Group 4,7344,1451,23.22%,21.66%
"4045","4045. 은하수 공원",Group 4,7328,1904,12.58%,24.56%
"3930","3930. 온수역 2번 출구 앞",Group 4,7324,774,26.26%,19.92%
"3676","3676. 강동리엔파크9단지",Group 4,7310,1442,12.11%,23.83%
"2341","2341. 일원역 4~5번 출구 사이",Group 4,7293,826,17.77%,27.22%
"1759","1759.서울북부지방법원 앞",Group 4,7282,979,25.62%,21.45%
"1136","1136. 등촌2파출소",Group 4,7281,1301,12.80%,24.94%
"4582","4582. 국회도서관",Group 4,7256,359,29.63%,13.59%
"134","134. 연세로 명물길",Group 4,7251,372,19.68%,28.09%
"1812","1812. 갑을그레이트밸리 앞",Group 4,7239,793,32.42%,18.15%
"1548","1548. 북서울 꿈의숲 서문",Group 4,7232,334,13.95%,43.51%
"810","810. 이태원지하보도",Group 4,7230,750,20.25%,30.94%
"4313","4313. 반포종합운동장",Group 4,7228,711,22.43%,29.26%
"140","140. 이화여대 후문",Group 4,7227,607,29.54%,17.56%
"6182","6182.오스템임플란트비전타워",Group 4,7221,298,53.94%,7.15%
"4775","4775. 을지로지하쇼핑센터",Group 4,7215,674,26.21%,20.47%
"3609","3609. 언주초등학교 입구",Group 4,7200,878,27.75%,19.28%
"737","737. 장수공원",Group 4,7192,1472,16.77%,24.22%
"2148","2148. 낙성대역 3번출구 뒤",Group 4,7187,870,18.59%,23.14%
"2426","2426.강남한신휴플러스 6단지",Group 4,7164,2190,8.56%,22.14%
"3906","3906. 천왕차량사업소 입구",Group 4,7164,1313,25.81%,23.10%
"3525","3525. 금호스포츠센터앞",Group 4,7154,866,14.57%,32.63%
"621","621. 전농초등학교 건너편",Group 4,7153,1949,14.40%,23.79%
"3553","3553.마장역3번출구",Group 4,7142,1163,19.56%,22.86%
"3116","3116.신촌역 4번출구",Group 4,7136,644,16.66%,25.78%
"4678","4678. 백련산로 녹번센트레빌",Group 4,7131,1730,11.12%,24.69%
"1083","1083.광문고교사거리(아이파크)",Group 4,7120,903,16.14%,25.29%
"1998","1998. 고척교 교차로",Group 4,7112,763,18.76%,30.88%
"900","900. 은평예술회관",Group 4,7106,975,20.01%,21.84%
"1516","1516. 우이동길마을마당",Group 4,7103,1251,14.91%,25.58%
"5871","5871. 건영상가 앞",Group 4,7095,1888,12.95%,22.85%
"4889","4889. 마천역 1번 출구 인근②",Group 4,7087,888,18.40%,26.19%
"4615","4615. 크라운호텔앞 버스정류소",Group 4,7085,221,20.20%,33.73%
"235","235. 신길동 우리은행 옆",Group 4,7076,814,16.45%,26.19%
"1682","1682. 중계종합사회복지관 교차로",Group 4,7067,672,14.55%,26.22%
"843","843. 이태원관광특구 입구(용산구청방향)",Group 4,7061,265,22.91%,30.82%
"2246","2246. 서울시 품질시험소 앞",Group 4,7041,765,25.72%,19.44%
"1241","1241. 문정 법조단지5",Group 4,7020,1291,18.72%,25.20%
"3604","3604. 삼성중앙역 5번출구",Group 4,7020,1417,22.91%,16.91%
