대여소번호,대여소명,클러스터그룹,전체이용건수,평일출근건수,평일퇴근비중(%),주말비중(%)
"4419","4419. 성북구 한예종 캠퍼스 본관",Group 4,5902,498,18.40%,14.59%
"1063","1063.강동롯데캐슬퍼스트 아파트(관리동)",Group 4,5890,1177,12.90%,33.28%
"2381","2381. 언주역 4번출구",Group 4,5889,563,23.21%,19.90%
"2272","2272. 교대입구 교차로",Group 4,5883,591,26.70%,20.96%
"3726","3726.삼양동사거리",Group 4,5883,563,10.79%,28.81%
"6055","6055. 한국경제",Group 4,5880,1188,26.09%,14.61%
"4458","4458. 가락2동주민센터 인근",Group 4,5875,959,16.46%,23.83%
"138","138. 신촌동 제1공영주차장 앞",Group 4,5871,916,13.63%,23.47%
"2139","2139. 서울신성초등학교",Group 4,5870,1145,15.38%,26.41%
"2336","2336. 강남세브란스교차로  래미안그레이튼 104동 앞",Group 4,5870,1112,19.44%,18.16%
"4599","4599. 대림우성아파트 사거리",Group 4,5868,1094,15.30%,25.55%
"4058","4058. 다락원체육공원 전망대 입구",Group 4,5865,230,15.04%,34.77%
"4472","4472. 송파파크데일 1단지 115동 건너편",Group 4,5855,593,12.11%,27.41%
"4784","4784. 중부경찰서앞 사거리",Group 4,5832,697,28.55%,15.98%
"1693","1693. 원자력 병원",Group 4,5827,847,20.20%,23.05%
"4474","4474. 가락현대 1차 11동 앞",Group 4,5820,773,14.97%,28.97%
"4173","4173. 중대후문 마을버스정류장",Group 4,5811,631,15.56%,30.30%
"1130","1130. 화곡본동시장 버스정류장",Group 4,5810,868,16.87%,24.58%
"4281","4281.명지대사거리",Group 4,5808,1152,13.60%,26.00%
"3638","3638. 신청담나들목",Group 4,5806,417,20.48%,30.95%
"840","840. 용산 파크타워 앞",Group 4,5800,889,16.02%,30.74%
"1056","1056. 강일리버파크 7~11단지",Group 4,5798,1677,11.33%,24.56%
"4637","4637. 용산시티파크 101동 앞",Group 4,5789,723,15.18%,31.42%
"4064","4064. 신창아파트 입구 앞",Group 4,5788,1415,11.70%,24.33%
"3933","3933. 오류동부골든아파트 후문 옆",Group 4,5787,1567,9.80%,26.28%
"3623","3623. 일원에코파크 앞(개포로 방면)",Group 4,5782,877,16.79%,29.44%
"260","260. 여의도 마리나선착장 앞",Group 4,5781,397,21.55%,35.25%
"4548","4548.신목동역1번출구",Group 4,5778,698,17.95%,23.00%
"2650","2650.위례22단지 2208동 다리앞",Group 4,5776,1730,9.25%,24.48%
"993","993.은평뉴타운 은뜨락아파트앞",Group 4,5772,677,19.02%,24.95%
"822","822. 이촌1동 마을공원",Group 4,5764,968,21.56%,24.01%
"4401","4401.뚝섬유수지 공영주차장",Group 4,5741,647,19.06%,27.78%
"1348","1348. 성북제일새마을금고 본점 앞",Group 4,5732,904,17.06%,25.96%
"4390","4390. 신답역 1번출구",Group 4,5732,994,31.63%,16.97%
"1049","1049. 강일리버파크 10단지",Group 4,5731,1345,8.95%,25.49%
"1973","1973. 오리로와 서해안도로 교차로 앞",Group 4,5731,1060,11.97%,25.11%
"160","160. 북아현동 가구거리",Group 4,5730,710,21.47%,24.45%
"3644","3644. 상록수아파트",Group 4,5723,620,14.10%,30.56%
"4634","4634. 이태원역 3번 출구",Group 4,5723,220,15.18%,39.68%
"902","902. 진관동 은빛초등학교",Group 4,5718,1448,10.77%,27.00%
"2137","2137. KT&G 관악지점",Group 4,5717,904,13.84%,27.62%
"1999","1999. 수궁동 성당 주변",Group 4,5715,605,15.99%,21.56%
"2312","2312. 청담역 13번 출구 앞",Group 4,5712,1156,20.90%,22.74%
"4801","4801. 충정로역 2호선(엘리베이터 앞)",Group 4,5711,1026,21.80%,21.55%
"1436","1436. 동원베네스트 건물 앞",Group 4,5709,1172,11.16%,24.52%
"4766","4766. 서소문성지역사박물관",Group 4,5708,2026,13.75%,20.46%
"1843","1843. 독산고등학교",Group 4,5689,1402,10.81%,24.26%
"4469","4469. 거여동 어울림아파트  102동앞",Group 4,5688,697,24.70%,22.38%
"4837","4837. 양원지구 힐데스하임 앞",Group 4,5687,1323,14.30%,25.94%
"850","850.KCC용산웰츠(WELLTZ)타워",Group 4,5669,1170,12.86%,28.59%
"869","869.노들섬 동측 앞",Group 4,5662,346,19.34%,40.34%
"4346","4346.장학재단빌딩 앞",Group 4,5649,492,29.95%,19.77%
"1360","1360. 정릉역",Group 4,5646,857,12.56%,26.14%
"3690","3690. 강일역 4번출구",Group 4,5638,1130,29.82%,17.81%
"1537","1537. 북한산 우이역",Group 4,5633,377,11.98%,38.77%
"4834","4834. 용마복지센터 앞",Group 4,5622,544,15.08%,21.31%
"2280","2280. 서울서초고용센터앞",Group 4,5611,1045,24.86%,19.98%
"4929","4929. 투썸플레이스 강남청담점 앞",Group 4,5585,627,31.75%,21.20%
"3647","3647. 구룡역 1번 출구",Group 4,5565,1287,22.01%,16.30%
"2518","2518. 서초동 현대아파트 앞",Group 4,5564,1087,19.93%,21.91%
"466","466.롯데호텔",Group 4,5558,536,22.78%,19.45%
"3646","3646. 선정릉역 4번 출구",Group 4,5558,737,27.08%,21.14%
"4152","4152. 상도효성해링턴플레이스",Group 4,5545,685,13.71%,26.42%
"164","164. 북가좌1동 주민센터",Group 4,5543,1531,10.12%,25.60%
"2352","2352. 서울본부세관(건설회관 앞)",Group 4,5536,397,34.21%,13.28%
"4641","4641. 아메리칸센터",Group 4,5535,515,22.46%,25.91%
"2535","2535.신반포역 3번출구 뒤",Group 4,5525,876,15.17%,29.97%
"5778","5778. 북위례3",Group 4,5523,641,13.54%,30.65%
"2349","2349. 역삼빌딩 앞(하나은행 옆)",Group 4,5520,633,21.39%,21.36%
"3920","3920. 개봉역2번출구 B",Group 4,5509,1254,14.83%,24.36%
"2643","2643.풍납중학교 측면",Group 4,5496,679,20.94%,25.75%
"4094","4094.도봉여성센터",Group 4,5485,931,13.78%,24.63%
"1967","1967. 참새공원(백곡경노당)",Group 4,5484,1136,10.58%,25.40%
"4144","4144.시립대학교 박물관 앞",Group 4,5480,292,22.54%,16.42%
"1634","1634. 당고개공원 대여소",Group 4,5478,864,13.18%,28.48%
"1343","1343. 한성대7번출구 앞",Group 4,5465,513,12.53%,29.39%
"364","364. 창신역 1번출구 앞",Group 4,5461,1094,9.06%,25.58%
"2083","2083.흑석롯데캐슬에듀포레(107동)",Group 4,5455,1117,12.50%,27.20%
"4930","4930. 학여울역 1번출구",Group 4,5452,1429,17.61%,25.39%
"2520","2520.서초1교 (진흥아파트 방면)",Group 4,5451,778,18.62%,23.72%
"2364","2364. 도산공원교차로",Group 4,5448,460,26.82%,21.18%
"3310","3310.영락고등학교",Group 4,5434,960,11.85%,26.11%
"4762","4762. 국제빌딩",Group 4,5425,778,22.86%,14.47%
"2127","2127. 난곡종점",Group 4,5418,886,9.38%,26.50%
"192","192. 연서어린이공원",Group 4,5408,1540,15.14%,23.30%
"4684","4684. 응암2동주민센터 버스정류장(영락중학교 방면)",Group 4,5398,1232,9.28%,23.16%
"4280","4280.북가좌2동 주민센터",Group 4,5397,1139,13.38%,28.09%
"3799","3799. 국립항공박물관",Group 4,5395,581,37.09%,19.37%
"1547","1547. 꿈의숲 롯데캐슬",Group 4,5394,1232,12.59%,27.66%
"1539","1539. 4.19민주묘지역",Group 4,5385,341,17.44%,30.19%
"446","446. 상명대입구",Group 4,5379,503,17.36%,29.22%
"3602","3602. 한국지역난방공사강남지사",Group 4,5333,1209,33.04%,10.76%
"1509","1509. 서울북부수도사업소",Group 4,5330,495,15.18%,22.59%
"1285","1285. 위례별 유치원 뒤",Group 4,5328,1459,14.41%,25.38%
"4840","4840. 서울시 북부병원 앞",Group 4,5321,683,13.57%,19.94%
"4033","4033. 녹천역 4번 출구 옆",Group 4,5315,577,18.53%,27.56%
"1725","1725. 창1동주민센터",Group 4,5313,1252,8.98%,22.66%
"2617","2617. 가락삼환아파트 앞",Group 4,5311,856,15.95%,25.55%
"4475","4475. 송파파인타운 4단지 403동",Group 4,5302,1289,13.07%,25.71%
"141","141. 연대 대운동장 옆",Group 4,5300,385,21.83%,21.55%
"2380","2380. 봉은사로68길 북측",Group 4,5294,776,15.43%,22.61%
"467","467.한국은행",Group 4,5291,161,40.16%,16.65%
"2616","2616. 거여동 사거리",Group 4,5290,912,13.88%,23.61%
"4017","4017. 월계 청백1단지 아파트 정류장",Group 4,5276,949,12.21%,30.08%
"3958","3958. 롯데캐슬2차 마을버스 정류장(18804) 뒤편",Group 4,5275,1258,17.19%,21.82%
"6189","6189.데시앙플렉스 지식산업센터",Group 4,5266,558,27.23%,18.06%
"384","384. 중림동삼거리",Group 4,5250,1687,12.97%,24.42%
"2190","2190.도원맨션",Group 4,5245,447,19.43%,28.79%
"2027","2027. 중앙대학교 정문 1",Group 4,5230,303,21.66%,24.49%
"468","468.웨스틴 조선호텔",Group 4,5215,457,28.51%,17.87%
"5783","5783.성내5교 2",Group 4,5201,610,17.94%,33.63%
"4396","4396. 마장축산물시장 서문 인근",Group 4,5187,882,14.02%,21.79%
"3820","3820. 은천삼거리",Group 4,5182,585,14.80%,26.77%
"2510","2510. JW타워",Group 4,5167,1144,22.16%,16.88%
"1258","1258. 가락미륭아파트 앞",Group 4,5166,750,15.81%,28.05%
"4097","4097.숭미파출소 사거리",Group 4,5161,1135,14.36%,23.43%
"664","664. 서울시립대 건설공학관",Group 4,5160,314,19.79%,21.16%
"964","964. 북한산힐스테이트 7차아파트",Group 4,5158,906,14.08%,27.69%
"1660","1660. 서울시립과학관",Group 4,5158,619,14.81%,25.24%
"4703","4703. 쌍용아파트2단지 정문",Group 4,5154,833,14.32%,28.73%
"4581","4581. 국회소통관",Group 4,5146,648,23.09%,14.79%
"4278","4278. 홍은2동주민센터",Group 4,5116,1304,17.14%,17.73%
"4815","4815. 중랑데시앙플렉스 앞",Group 4,5110,857,34.70%,13.87%
"1349","1349. 월계2교 버스정류장 앞",Group 4,5109,874,13.25%,27.36%
"1515","1515. 송천동 주민센터",Group 4,5084,770,13.61%,24.78%
"1279","1279. 마천금호어울림 1차아파트 건너편",Group 4,5076,966,18.70%,25.22%
"424","424. 롯데하이마트 (상암월드컵점)",Group 4,5067,421,20.47%,26.84%
"198","198. 충정2교",Group 4,5049,1150,19.96%,19.53%
"4941","4941.압구정로 11길",Group 4,5034,298,18.61%,36.91%
"1510","1510. 번동주공5단지 관리사무소 앞",Group 4,5029,825,19.47%,24.14%
"494","494.신수동주민센터",Group 4,5013,1237,10.25%,21.62%
"1479","1479.면목 홈플러스 2",Group 4,5013,353,17.81%,29.04%
"3521","3521. 현대홈타운 뒷길",Group 4,5012,943,12.55%,29.05%
"2357","2357. 르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞)",Group 4,4991,774,25.11%,17.09%
"2907","2907. 월계중학교",Group 4,4979,1196,12.43%,17.07%
"1574","1574.송중초등학교 옆",Group 4,4974,541,15.56%,25.33%
"3653","3653. 강동리버스트4단지아파트 404동 앞",Group 4,4972,1637,10.38%,22.55%
"1358","1358. 정릉도서관 앞",Group 4,4971,636,16.05%,24.60%
"2356","2356. 강남구청",Group 4,4970,630,18.73%,21.73%
"959","959. 구파발10단지 인근",Group 4,4955,362,13.91%,32.01%
"6172","6172. 가양5단지아파트",Group 4,4940,1392,12.89%,19.53%
"4315","4315. 이투스교육 앞",Group 4,4938,421,31.57%,19.87%
"1774","1774.정의여중고 버스정류소",Group 4,4933,899,16.10%,26.39%
"2548","2548.반포1동 자율방범초소 옆",Group 4,4931,934,17.12%,25.78%
"489","489.구룡근린공원",Group 4,4925,983,16.61%,24.83%
"1161","1161. 강서면허시험장 앞",Group 4,4925,376,18.15%,16.51%
"491","491.월드컵파크 4단지",Group 4,4923,481,25.47%,24.98%
"995","995.은평다목적체육관",Group 4,4922,963,12.47%,22.82%
"1652","1652. 파르코 앞",Group 4,4909,473,22.02%,26.79%
"741","741. 화곡로 입구 교차로",Group 4,4901,602,19.45%,22.04%
"3611","3611. 방죽마을 입구",Group 4,4890,1041,15.62%,21.78%
"4642","4642. 용산더프라임아파트 101동 앞",Group 4,4882,847,18.13%,26.61%
"1714","1714. 도봉문화정보도서관 삼거리",Group 4,4859,569,20.19%,26.94%
"3402","3402.이화공영주차장",Group 4,4847,1181,16.71%,18.16%
"2258","2258.구룡사 삼거리",Group 4,4838,896,21.64%,24.45%
"1571","1571.북서울 꿈의 숲 입구",Group 4,4833,1087,12.62%,25.33%
"927","927. 연신내역 3번출구 인근",Group 4,4822,454,15.51%,25.88%
"3802","3802. 관악구민체육센터",Group 4,4810,1539,9.79%,16.86%
"2024","2024. 상도역 1번출구",Group 4,4804,754,15.70%,26.50%
"2545","2545.국립중앙도서관(국제회의장옆)",Group 4,4800,142,30.33%,22.38%
"6063","6063.NH농협은행(신당역6번출구)",Group 4,4793,347,16.59%,25.02%
"1757","1757.솔밭공원역 1번출구 앞",Group 4,4788,440,15.35%,29.09%
"5780","5780. 송파세무서",Group 4,4786,414,33.60%,14.00%
"1992","1992. 구로구배드민턴실내체육관 앞",Group 4,4784,531,12.96%,20.38%
"2128","2128. 관악구청교차로",Group 4,4770,520,15.41%,25.39%
"2818","2818.천왕이펜하우스3단지 앞",Group 4,4750,1245,11.26%,20.51%
"4761","4761. 중부경찰서앞사거리 건너편",Group 4,4748,578,28.58%,19.90%
"5763","5763. 세륜초등학교 건너편",Group 4,4745,447,16.80%,29.50%
"802","802. 한강진역 2번 출구 앞",Group 4,4738,684,18.95%,26.45%
"4148","4148.동대문구 장안동 씨젠의료재단",Group 4,4738,477,17.41%,26.28%
"4627","4627. 효창공원앞역 5번출구 옆",Group 4,4736,1083,17.63%,23.08%
"3419","3419.국립어린이과학관",Group 4,4723,706,19.10%,24.16%
"4924","4924.논현동가구거리",Group 4,4720,810,23.62%,17.03%
"3649","3649. 구룡역 5번 출구",Group 4,4715,1343,24.84%,17.48%
"2186","2186. 낙성대입구삼거리",Group 4,4695,504,15.29%,28.24%
"3967","3967. 혜명양로원 담장 옆(2)",Group 4,4681,924,16.09%,18.24%
"4086","4086. 도봉로 534",Group 4,4678,1004,10.45%,22.23%
"2283","2283. 그룹한빌딩옆",Group 4,4668,608,21.38%,23.24%
"3917","3917. 성공회대학교",Group 4,4662,490,18.10%,19.35%
"671","671.대광빌딩",Group 4,4653,452,16.87%,27.17%
"4885","4885. 가든파이브 리빙관",Group 4,4652,455,25.28%,24.83%
"1868","1868.우리은행 시흥남자동화점 앞",Group 4,4627,1019,11.87%,25.07%
"137","137. 신촌기차역입구 교차로",Group 4,4603,228,21.16%,29.63%
"2825","2825.초롱타운 앞",Group 4,4602,1204,11.71%,21.47%
"1853","1853. 청년취업사관학교앞",Group 4,4593,1804,11.54%,19.88%
"2815","2815.항동지구 7단지 정문",Group 4,4579,470,16.86%,24.39%
"2062","2062. 사당새마을금고",Group 4,4577,1072,12.61%,26.41%
"4665","4665. 응암역3번 출구(서부경찰서 방면)",Group 4,4572,389,16.25%,30.12%
"425","425. DMC첨단산업센터",Group 4,4566,833,26.54%,11.63%
"4875","4875. 위례포레샤인13단지",Group 4,4566,980,13.80%,25.87%
"3101","3101. 서대문구청",Group 4,4561,449,14.87%,26.13%
"2368","2368. 도곡동 경남아파트 건너편",Group 4,4559,546,22.09%,26.61%
"533","533. 금남시장 교차로",Group 4,4547,968,10.27%,27.78%
"2429","2429.압구정로데오역 6번출구",Group 4,4545,340,26.38%,28.18%
"3673","3673. 강동리버스트6단지",Group 4,4533,899,14.10%,24.93%
"4622","4622. 한강중학교 앞 버스정류장",Group 4,4531,446,19.38%,30.21%
"2309","2309. 청담역(우리들병원 앞)",Group 4,4529,1148,17.82%,19.72%
"4247","4247. 서울서부지방법원등기국앞",Group 4,4529,867,13.07%,23.58%
"2370","2370. 한티역 3번출구",Group 4,4520,488,18.32%,25.93%
"858","858.녹사평역3번 출구",Group 4,4509,260,22.04%,31.74%
"942","942. 상림마을 생태공원",Group 4,4500,1179,7.89%,28.38%
"5766","5766. 북위례1",Group 4,4499,796,11.27%,27.98%
"3630","3630. 개포우성6차아파트 정문 앞",Group 4,4491,1369,13.52%,25.07%
"3612","3612. 은곡마을",Group 4,4490,514,15.63%,32.49%
"2144","2144. 난우길입구",Group 4,4473,517,15.05%,24.93%
"4428","4428.돈암동부센트레빌상가",Group 4,4472,340,14.33%,30.88%
"422","422. 문화비축기지",Group 4,4469,169,12.91%,45.27%
"2057","2057. 상도 아이파크 아파트",Group 4,4466,940,9.67%,25.57%
"4632","4632. 용산 푸르지오 파크타운 1단지 앞",Group 4,4446,745,23.28%,25.39%
"388","388. 동성중학교 앞",Group 4,4439,951,13.16%,22.89%
"480","480.약수역 6번 출구",Group 4,4439,355,15.30%,26.06%
"3615","3615. 서울 논현동우체국 앞",Group 4,4425,540,30.78%,18.62%
"3725","3725. 강북 청소년 문화정보도서관 앞",Group 4,4425,620,13.79%,28.41%
"2167","2167. 낙성대역 1번출구",Group 4,4423,277,18.68%,29.23%
"3807","3807. 관악우체국 교차로",Group 4,4417,979,10.17%,27.94%
"397","397. 종묘공영주차장 건너편",Group 4,4396,247,18.31%,28.16%
"867","867.서빙고역 광장(1번출구)",Group 4,4374,756,20.55%,29.52%
"2321","2321. 학여울역 사거리",Group 4,4373,688,16.42%,33.11%
"4607","4607. 국립중앙박물관 -용산가족공원 앞",Group 4,4361,126,18.62%,44.92%
"953","953. 서울연신초등학교",Group 4,4340,614,13.62%,27.95%
"4909","4909. 노보텔 앰배서더 앞",Group 4,4337,416,24.19%,25.62%
"3105","3105. 홍은센트레빌 아파트 앞",Group 4,4326,755,13.13%,28.32%
"5336","5336. 월계 고등학교 앞",Group 4,4324,451,12.40%,14.69%
"469","469.회현역 1번출구",Group 4,4322,633,19.57%,18.39%
"3682","3682. 길동 동호빌딩",Group 4,4321,869,11.92%,26.34%
"4625","4625. 용산공원갤러리앞",Group 4,4321,580,28.37%,19.51%
"724","724. 계남공원 입구 주출입구 좌측",Group 4,4302,854,12.92%,24.94%
"4892","4892. 성내유수지 체육공원",Group 4,4298,706,20.59%,24.69%
"4493","4493. 마천사거리 2",Group 4,4293,898,18.57%,26.18%
"515","515. 광양중학교 앞",Group 4,4292,660,13.12%,30.82%
"823","823. 효창동주민센터 앞",Group 4,4288,975,12.73%,28.01%
"3556","3556.신금호파크자이APT앞",Group 4,4270,431,15.88%,31.64%
"2382","2382. 역삼동 sk뷰 501동앞",Group 4,4250,352,21.01%,26.45%
"382","382. 약수역 10번출구 앞",Group 4,4245,409,14.89%,24.22%
"2373","2373. 개포동역 사거리",Group 4,4243,404,15.15%,29.32%
"679","679.전농SK아파트 앞",Group 4,4240,793,14.50%,28.07%
"1200","1200. 개화광역환승센터",Group 4,4238,340,28.62%,21.73%
"4344","4344. 양재대로(구룡지하차도 앞)",Group 4,4234,1149,12.31%,24.82%
"2812","2812.항동프라자",Group 4,4232,603,18.03%,24.98%
"4043","4043. 상계주공13단지 1301동",Group 4,4223,1004,9.14%,24.91%
"1863","1863.위너스 스포츠클럽 골프연습장옆",Group 4,4213,1443,9.68%,17.42%
"606","606. 서울반도체고 앞",Group 4,4208,337,16.56%,28.87%
"159","159. 이대역 4번 출구",Group 4,4195,342,22.84%,28.27%
"1213","1213. 백토공원 앞",Group 4,4192,1050,13.65%,24.52%
"3724","3724. 삼양동주민센터 앞",Group 4,4192,269,13.84%,27.46%
"4340","4340. 방배래미안아트힐아파트 앞",Group 4,4180,459,34.00%,20.77%
"2094","2094.숭실대학교(중문)",Group 4,4178,376,14.36%,30.28%
"5602","5602.래미안신반포리오센트 후문",Group 4,4175,513,15.78%,37.37%
"4266","4266.국민연금공단충정로사옥",Group 4,4174,919,19.53%,18.59%
"4149","4149.제기동역 5번출구",Group 4,4170,762,15.49%,26.16%
"1137","1137. 등촌2동주민센터",Group 4,4167,913,11.66%,19.58%
"808","808. 서빙고동 금호맨션 앞",Group 4,4161,327,18.14%,40.83%
"1181","1181. 농수산식품공사 (강서지사)",Group 4,4160,210,35.14%,8.77%
"4162","4162. 노량진1동 청소년독서실",Group 4,4152,1000,13.22%,23.60%
"2256","2256.양재동 꽃시장 입구",Group 4,4151,726,31.17%,18.31%
"2210","2210. 반포1동 주민센터 앞",Group 4,4141,658,17.05%,28.06%
"1826","1826. 한신코아 앞",Group 4,4140,1018,15.70%,24.25%
"479","479.동대입구역 3번 출구",Group 4,4139,488,18.99%,31.89%
"4932","4932. 개포래미안포레스트 130동 맞은편",Group 4,4139,874,13.00%,24.96%
"2329","2329. 르네상스호텔사거리 역삼지하보도 2번출구",Group 4,4136,649,17.63%,17.82%
"2304","2304. 대현그린타워",Group 4,4125,526,32.63%,18.93%
"1865","1865.금천구청앞(M빌딩)",Group 4,4109,827,19.79%,18.06%
"3674","3674. 강동리버스트7단지",Group 4,4087,950,11.82%,22.98%
"3932","3932. 개봉센트레빌레우스아파트 앞",Group 4,4081,1007,13.01%,22.98%
"4829","4829. 신내동 한살림 중랑지구 건너편",Group 4,4081,1256,10.05%,21.91%
"2311","2311. 학동로 래미안 아파트 앞",Group 4,4066,522,25.45%,22.68%
"2285","2285. LH서초3단지 301동 맞은편",Group 4,4065,817,13.06%,29.35%
"2351","2351. 청소년수련관(수영장)앞",Group 4,4065,480,13.43%,26.49%
"4752","4752. 삼성사이버빌리지아파트",Group 4,4061,616,19.95%,25.71%
"3005","3005.마포구청 청사내",Group 4,4044,538,22.08%,12.98%
"1850","1850. 코오롱테크노밸리",Group 4,4043,215,31.81%,16.15%
"5315","5315. 불암산역 앞",Group 4,4040,667,15.32%,25.50%
"4913","4913. 레베쌍트 빌딩 앞",Group 4,4039,252,27.33%,18.84%
"2270","2270. 서초포레스타 7단지",Group 4,4029,1104,13.95%,24.80%
"4776","4776. 신세계면세점",Group 4,4025,259,26.58%,21.61%
"4609","4609. 파크타워 104동 앞",Group 4,4018,392,16.90%,36.61%
"2347","2347. 두산건설 본사",Group 4,4017,254,35.90%,15.93%
"5779","5779. 나래교",Group 4,4000,1119,13.63%,22.70%
"4610","4610. 한남나인원 105동 앞",Group 4,3977,170,23.11%,27.56%
"1728","1728. 서울북부지방법원",Group 4,3975,404,35.45%,15.97%
"1427","1427. 용마산역 1번출구",Group 4,3965,303,27.29%,26.05%
"3134","3134.SK리쳄블(서울아리수본부)",Group 4,3957,1189,14.94%,22.72%
"3616","3616. 역삼중학교 앞(체육관 방향)",Group 4,3954,568,17.50%,24.63%
"2281","2281. 서울교통공사 사당별관 건너편",Group 4,3950,933,14.68%,21.06%
"3654","3654. 강동리버스트4단지아파트 405동 앞",Group 4,3946,560,10.62%,30.56%
"5773","5773. 송파시그니처롯데캐슬",Group 4,3937,1100,12.14%,27.46%
"1864","1864.산호시티빌 옆",Group 4,3931,911,14.37%,24.04%
"3426","3426.독립문역 2번출구 뒤",Group 4,3927,1562,10.70%,20.55%
"1263","1263. 장지공영차고지",Group 4,3917,684,12.36%,18.18%
"4098","4098.창동역 1번출구 인근",Group 4,3899,303,20.70%,27.85%
"4676","4676. 갈현1동 주민센터",Group 4,3897,562,13.29%,22.30%
"1546","1546. 송천동우체국",Group 4,3896,273,17.97%,22.95%
"4830","4830. 신내 우디안 111동 앞",Group 4,3892,1145,9.48%,24.15%
"1366","1366. 일신초등학교 옆",Group 4,3881,640,12.21%,30.95%
"1646","1646. 삼육대 입구",Group 4,3880,561,11.60%,24.12%
"1347","1347. 길음래미안아파트817동 상가 앞",Group 4,3853,600,8.75%,27.49%
"4937","4937.개포래미안포레스트 126동 앞",Group 4,3847,976,11.54%,25.76%
"1542","1542. 삼양사거리역",Group 4,3846,368,11.52%,25.85%
"173","173. 서대문역 8번출구 앞",Group 4,3840,676,27.66%,14.48%
"1386","1386.동선고가차도 초입",Group 4,3839,560,11.83%,28.63%
"295","295.영등포공원 분수대 앞",Group 4,3833,1246,12.50%,24.24%
"2092","2092.흑석한강푸르지오(110동)",Group 4,3833,891,10.15%,23.64%
"6187","6187.마곡119안전센터 맞은편",Group 4,3832,1207,13.23%,15.61%
"1943","1943. 온수역 북측",Group 4,3826,222,20.62%,25.56%
"2609","2609. 보성중고등학교 후문 앞",Group 4,3825,849,12.55%,10.61%
"1679","1679. 삼육대 도서관",Group 4,3821,137,16.62%,22.40%
"3114","3114.충정로역 3번 출구",Group 4,3815,640,16.15%,24.69%
"2305","2305. MCM 본사 직영점 앞",Group 4,3798,85,50.24%,12.74%
"2363","2363. 강남 을지병원 교차로",Group 4,3798,175,26.04%,23.28%
"1188","1188. 롯데중앙연구소",Group 4,3789,307,45.82%,13.06%
"1038","1038. 강일 다솜 어린이 공원",Group 4,3788,702,13.25%,24.05%
"1525","1525. 미아동 복합청사",Group 4,3779,670,18.97%,20.93%
"1819","1819. 금천구청 앞 자전거거치대",Group 4,3773,339,20.54%,19.67%
"4908","4908. SB타워 앞",Group 4,3761,117,34.41%,19.81%
"2065","2065. 서울시여성가족재단",Group 4,3748,670,12.57%,22.81%
"857","857. 현대 안성타워",Group 4,3740,97,28.37%,27.46%
"3813","3813. 낙성대역 5번출구",Group 4,3734,312,17.49%,29.67%
"5100","5100. 강서도로사업소",Group 4,3733,322,40.32%,11.25%
"2406","2406. 논현동 광명빌딩 앞",Group 4,3732,127,28.64%,21.62%
"4277","4277. 서대문우체국 정류소 옆",Group 4,3722,523,15.96%,26.87%
"435","435. SK 남산빌딩",Group 4,3705,559,20.22%,19.62%
"4903","4903. 신사스퀘어",Group 4,3704,140,27.51%,25.51%
"442","442.서울역 서부",Group 4,3698,953,15.95%,24.55%
"1058","1058. 고덕숲 아이파크 1",Group 4,3696,763,12.18%,27.14%
"4882","4882. 위례포레샤인18단지 1802동",Group 4,3694,681,13.24%,23.90%
"1761","1761.방학중학교 앞",Group 4,3693,775,13.76%,24.05%
"4248","4248. 신촌 교보빌딩",Group 4,3693,267,17.52%,30.52%
"2398","2398. 더라움",Group 4,3689,437,22.80%,21.42%
"2371","2371. 한국우편사업진흥원",Group 4,3688,353,24.84%,22.07%
"3688","3688. 상일동산(동아아파트앞 교차로)",Group 4,3686,694,17.63%,22.98%
"3973","3973. 독산2동주민센터 앞",Group 4,3683,1016,9.37%,23.30%
"4668","4668. 기자촌사거리 B",Group 4,3682,423,18.98%,28.03%
"1703","1703. 도봉산광역환승센터앞",Group 4,3676,162,27.53%,27.01%
"2203","2203. 청계산입구역 2번출구",Group 4,3674,182,23.27%,26.59%
"4490","4490. 송파파인타운 10단지 1005동",Group 4,3667,763,10.74%,27.11%
"1558","1558.강북문화정보도서관",Group 4,3653,448,17.22%,31.97%
"1466","1466.두산대림아파트 삼거리",Group 4,3633,311,16.49%,29.18%
"524","524. 래미안금호하이리버 아파트 102동 옆",Group 4,3631,715,12.64%,26.08%
"4827","4827. 신내SK V1센터 앞",Group 4,3614,276,52.74%,10.68%
"3661","3661. 명일동신동아아파트 앞",Group 4,3607,591,14.67%,22.71%
"2310","2310. 청담동 맥도날드 옆(위치)",Group 4,3605,210,26.38%,23.16%
"4153","4153. 흑석동효사정앞",Group 4,3605,533,15.26%,29.24%
"4132","4132. 이문삼익아파트 앞",Group 4,3603,882,8.88%,26.59%
"4103","4103. 휘경sk뷰아파트 앞",Group 4,3601,448,17.52%,29.66%
"470","470.회현역 7번출구",Group 4,3598,532,25.65%,21.60%
"4351","4351.서울AI허브 앞",Group 4,3597,155,32.22%,17.57%
"4768","4768. 서울도시건축전시관",Group 4,3593,1055,20.62%,14.81%
"3910","3910. 목양전원교회 앞 로터리",Group 4,3559,517,12.28%,28.43%
"978","978.녹번 힐스테이트상가앞",Group 4,3541,362,21.10%,26.66%
"1951","1951. 천왕이펜하우스 4단지 후문",Group 4,3541,863,13.02%,26.89%
"5785","5785.한림연예예술고등학교",Group 4,3541,704,11.92%,22.28%
